"","CardNames","DeckCount","Winrate95Min"
"1","Soul-Guide Lantern",13,76.6
"2","Cleansing Wildfire",17,74.6
"3","Veil of Summer",34,73.3
"4","Kozilek's Return",17,72.9
"5","Spell Pierce",12,72.2
"6","Abrade",13,71.9
"7","Aether Gust",24,70.8
"8","Path to Exile",24,69.7
"9","Vapor Snag",5,68.3
"10","Tormod's Crypt",19,68.1
"11","Celestial Purge",6,67.6
"12","Lurrus of the Dream-Den",14,67.6
"13","Dragon's Claw",7,67.3
"14","Deicide",11,67.3
"15","Bedlam Reveler",9,67.2
"16","Relic of Progenitus",19,66.6
"17","Damping Sphere",18,66.4
"18","Engineered Explosives",17,66.2
"19","Mystical Dispute",14,65.6
"20","Pithing Needle",12,65
"21","Dispel",11,64.7
"22","Wurmcoil Engine",10,64.4
"23","Ensnaring Bridge",10,64.4
"24","Liquimetal Coating",10,64.4
"25","Anger of the Gods",9,64
"26","Ceremonious Rejection",9,64
"27","Rip Apart",9,64
"28","Grafdigger's Cage",8,63.6
"29","Skysovereign, Consul Flagship",8,63.6
"30","Shock",2,63.1
"31","Ashiok, Dream Render",7,63.1
"32","Kor Firewalker",6,62.6
"33","Dovin's Veto",5,62.1
"34","Jegantha, the Wellspring",5,62.1
"35","Madcap Experiment",5,62.1
"36","Platinum Emperion",5,62.1
"37","Auriok Champion",15,62.1
"38","Timely Reinforcements",4,61.7
"39","Burrenton Forge-Tender",10,61.5
"40","Rest in Peace",8,60
"41","Spatial Contortion",8,60
"42","Force of Negation",7,59
"43","Thoughtseize",7,59
"44","Lightning Helix",7,59
"45","Fatal Push",6,57.8
"46","Torpor Orb",6,57.8
"47","Walking Ballista",6,57.8
"48","Kozilek, Butcher of Truth",5,56.3
"49","Tale's End",5,56.3
"50","Yixlid Jailer",5,56.3
