"","SetName","Winrate","Presence"
"1","THB",NA,0
"2","ZNR",NA,0
"3","M20",NA,0
"4","OGW",NA,0
"5","ZEN",NA,0
"6","HOU",NA,0
"7","CON",NA,0
"8","NPH",NA,0
"9","DRK",NA,0
"10","IKO",NA,0
"11","DST",NA,0
"12","JOU",NA,0
"13","EMN",NA,0
"14","ALA",NA,0
"15","DOM",NA,0
"16","5DN",NA,0
"17","ELD",NA,0
"18","SOK",NA,0
"19","WWK",NA,0
"20","SOM",NA,0
"21","STH",NA,0
"22","THS",NA,0
"23","KLD",NA,0
"24","STX",NA,0
"25","DKA",NA,0
"26","WAR",NA,0
"27","M12",NA,0
"28","LRW",NA,0
"29","RTR",NA,0
"30","MH1",NA,0
"31","RAV",NA,0
"32","AER",NA,0
"33","ROE",NA,0
"34","FUT",NA,0
"35","DGM",NA,0
"36","XLN",NA,0
"37","GRN",NA,0
"38","BFZ",NA,0
"39","TSP",NA,0
"40","M11",NA,0
"41","GPT",NA,0
"42","WTH",NA,0
"43","M19",NA,0
"44","ISD",NA,0
"45","DIS",NA,0
"46","M15",NA,0
"47","MRD",NA,0
"48","KTK",NA,0
"49","BOK",NA,0
"50","MOR",NA,0
"51","ULG",NA,0
"52","SOI",NA,0
"53","M10",NA,0
"54","AKH",NA,0
"55","ICE",NA,0
"56","USG",NA,0
"57","M21",NA,0
"58","MBS",NA,0
"59","PLC",NA,0
"60","DTK",NA,0
"61","CMD",NA,0
"62","FRF",NA,0
"63","TOR",NA,0
"64","TMP",NA,0
"65","M13",NA,0
"66","ORI",NA,0
"67","LEA",NA,0
"68","KHM",NA,0
"69","AVR",NA,0
"70","SHM",NA,0
"71","ALL",NA,0
"72","BNG",NA,0
