"","CardNames","DeckCount","Winrate95Min"
"1","Mountain",43,76
"2","Breeding Pool",15,75.4
"3","Lightning Bolt",43,75.4
"4","Wooded Foothills",47,75.1
"5","Steam Vents",33,74.2
"6","Omnath, Locus of Creation",9,73.9
"7","Wrenn and Six",14,73.8
"8","Windswept Heath",31,73.5
"9","Stomping Ground",22,73.4
"10","Ketria Triome",10,73.2
"11","Manamorphose",16,73.1
"12","Path to Exile",16,73.1
"13","Monastery Swiftspear",17,72.9
"14","Soul-Scar Mage",17,72.9
"15","Island",26,72.9
"16","Misty Rainforest",26,72.9
"17","Temple Garden",28,72.8
"18","Plains",33,72.5
"19","Forest",37,72.3
"20","Fiery Islet",12,72.2
"21","Scalding Tarn",22,72.2
"22","Sacred Foundry",22,72.2
"23","Mutagenic Growth",15,71.5
"24","Lava Dart",16,71.3
"25","Teferi, Time Raveler",16,71.3
"26","Bloodstained Mire",23,70.9
"27","Stormwing Entity",11,69.9
"28","Prismatic Vista",12,69.8
"29","Raugrin Triome",14,69.6
"30","Sprite Dragon",14,69.6
"31","Swamp",16,69.5
"32","Spirebluff Canal",18,69.5
"33","Utopia Sprawl",19,69.5
"34","Walking Ballista",23,68.4
"35","Verdant Catacombs",19,68.1
"36","Mishra's Bauble",18,68
"37","Arid Mesa",18,68
"38","Fatal Push",15,67.7
"39","Opt",15,67.7
"40","Valki, God of Lies",6,67.6
"41","Bring to Light",6,67.6
"42","Snapcaster Mage",14,67.6
"43","Blood Crypt",13,67.5
"44","Hallowed Fountain",12,67.4
"45","Light Up the Stage",7,67.3
"46","Sunbaked Canyon",7,67.3
"47","Supreme Verdict",7,67.3
"48","Overgrown Tomb",8,67.2
"49","Skyclave Apparition",18,66.4
"50","Arbor Elf",16,66
