"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Heliod Combo - Izzet Prowess,BTL Scapeshift - Izzet Prowess,Izzet Prowess - Heliod Combo,Heliod Combo - Izzet Prowess,Heliod Combo - Izzet Prowess
"Tiers 1.5",Eldrazi Tron - Grinding Breach,Dimir Control - Dredge - Boros Prowess,BTL Scapeshift - Eldrazi Tron - Boros Prowess,Eldrazi Tron - BTL Scapeshift,Eldrazi Tron - BTL Scapeshift
"Tiers 2",BTL Scapeshift - Boros Prowess - Green Tron - Dimir Control - Dredge - Grixis Control - Amulet Titan - Polymorph,Eldrazi Tron - Heliod Combo - Grinding Breach - Green Tron - Grixis Control - Amulet Titan - Polymorph,Dimir Control - Dredge - Grinding Breach - Green Tron,Boros Prowess - Grinding Breach - Dimir Control - Dredge - Green Tron,Boros Prowess - Grinding Breach - Dimir Control - Dredge - Green Tron
"Tiers 2.5",,,Grixis Control - Amulet Titan - Polymorph,Grixis Control - Amulet Titan - Polymorph,Grixis Control - Amulet Titan - Polymorph
