"","CardNames","DeckCount","WinrateAverage"
"1","Sokenzan Smelter",1,100
"2","Implement of Combustion",1,100
"3","Miscast",1,100
"4","Lukka, Coppercoat Outcast",2,84.6
"5","Titan of Industry",2,84.6
"6","Transmogrify",2,84.6
"7","Voltage Surge",2,84.6
"8","Courier's Briefcase",2,84.6
"9","Careful Cultivation",2,84.6
"10","Castle Garenbrig",2,84.6
"11","Sheltered Thicket",2,84.6
"12","Shrapnel Blast",3,82.6
"13","Icon of Ancestry",3,82.4
"14","Call of the Death-Dweller",2,81.8
"15","Zurgo Bellstriker",2,81.8
"16","Oni-Cult Anvil",5,81.1
"17","Tomik, Distinguished Advokist",3,80
"18","Mizzium Mortars",3,80
"19","Ghitu Lavarunner",3,80
"20","Viashino Pyromancer",3,80
"21","Wizard's Lightning",3,80
"22","Robber of the Rich",1,80
"23","Aether Gust",1,80
"24","Korvold, Fae-Cursed King",10,78.9
"25","Experimental Synthesizer",4,78.8
"26","Selfless Savior",2,78.6
"27","Glaring Aegis",2,78.6
"28","Rune of Might",2,78.6
"29","Rune of Sustenance",2,78.6
"30","Warbriar Blessing",2,78.6
"31","Maximize Velocity",5,78.3
"32","Elite Spellbinder",8,78
"33","Generous Visitor",3,77.8
"34","Gladecover Scout",3,77.8
"35","Light-Paws, Emperor's Voice",3,77.8
"36","All That Glitters",3,77.8
"37","Alpha Authority",3,77.8
"38","Ethereal Armor",3,77.8
"39","Gryff's Boon",3,77.8
"40","Sentinel's Eyes",3,77.8
"41","Unflinching Courage",3,77.8
"42","Fortified Village",3,77.8
"43","Tangled Florahedron",1,77.8
"44","Thunderkin Awakener",1,77.8
"45","Goblin Dark-Dwellers",16,77.6
"46","Unlicensed Hearse",12,77.6
"47","Chandra, Dressed to Kill",7,76.9
"48","Hidetsugu Consumes All",3,76.9
"49","Hostage Taker",2,76.9
"50","Snow-Covered Swamp",2,76.9
