"","CardNames","DeckCount","Winrate95Min"
"1","Unlicensed Hearse",219,70.9
"2","Duress",81,70.1
"3","Rending Volley",116,70.1
"4","Go Blank",105,69.5
"5","Mystical Dispute",142,69.4
"6","Rest in Peace",67,69.1
"7","Damping Sphere",105,69.1
"8","Narset's Reversal",21,68.9
"9","Thoughtseize",32,68.8
"10","Hullbreaker Horror",33,68.8
"11","Aether Gust",96,68.5
"12","Epic Downfall",49,68.4
"13","Dovin's Veto",31,68.3
"14","Jegantha, the Wellspring",70,68.1
"15","Farewell",18,67.9
"16","Pithing Needle",67,67.8
"17","Disdainful Stroke",70,67.8
"18","Portable Hole",90,67.8
"19","Containment Priest",16,67.7
"20","Abrade",60,67.7
"21","Spell Pierce",35,67.5
"22","Dream Trawler",18,67.3
"23","Fatal Push",40,67.3
"24","Skysovereign, Consul Flagship",73,67.3
"25","Abrupt Decay",21,66.9
"26","Lava Coil",96,66.9
"27","Redcap Melee",21,66.8
"28","Narset, Parter of Veils",12,66.6
"29","Rampaging Ferocidon",20,66.6
"30","Goblin Chainwhirler",19,66.6
"31","Graveyard Trespasser",22,66.6
"32","Brazen Borrower",7,66.5
"33","Hazoret the Fervent",28,66.5
"34","Selfless Spirit",28,66.4
"35","Extinction Event",35,66.4
"36","Kari Zev's Expertise",4,66.3
"37","Reidane, God of the Worthy",37,66.1
"38","Goblin Dark-Dwellers",13,65.9
"39","Lifebane Zombie",23,65.9
"40","Invoke Despair",50,65.9
"41","Hidetsugu Consumes All",18,65.8
"42","The Chain Veil",48,65.8
"43","Tormod's Crypt",54,65.8
"44","Jace, Wielder of Mysteries",34,65.7
"45","Anger of the Gods",30,65.5
"46","Kolaghan's Command",17,65.4
"47","God-Pharaoh's Statue",52,65.3
"48","Pestilent Cauldron",52,65.3
"49","Declaration in Stone",16,65.2
"50","Voracious Hydra",33,65.2
