"","SetCode","NoCopies","Winrate"
"1","LEA",2428,0.724
"2","MID",2147,0.727
"3","ELD",1883,0.733
"4","NEO",1863,0.731
"5","AFR",1458,0.725
"6","SNC",1441,0.727
"7","KHM",1391,0.727
"8","WAR",1312,0.727
"9","VOW",1146,0.72
"10","ZNR",1138,0.718
"11","KLD",1009,0.719
"12","M20",954,0.713
"13","THS",815,0.713
"14","SOI",813,0.721
"15","KTK",741,0.717
"16","AER",727,0.728
"17","RTR",670,0.73
"18","DIS",643,0.725
"19","THB",536,0.722
"20","GRN",520,0.711
"21","LRW",502,0.731
"22","STX",500,0.723
"23","DOM",488,0.731
"24","IKO",488,0.72
"25","RAV",468,0.718
"26","AKH",460,0.734
"27","OGW",429,0.724
"28","DTK",406,0.732
"29","XLN",391,0.729
"30","M14",378,0.717
"31","ICE",377,0.726
"32","EMN",349,0.711
"33","INV",342,0.733
"34","GPT",341,0.728
"35","M19",330,0.714
"36","M21",301,0.73
"37","RIX",299,0.72
"38","ORI",265,0.722
"39","HOU",261,0.727
"40","ZEN",213,0.729
"41","M10",205,0.715
"42","USG",191,0.74
"43","RNA",176,0.708
"44","GTC",175,0.729
"45","DKA",168,0.722
"46","JOU",163,0.72
"47","TSP",151,0.724
"48","APC",151,0.708
"49","DGM",145,0.723
"50","FRF",133,0.715
"51","MOR",133,0.729
"52","PLC",91,0.726
"53","BNG",89,0.746
"54","MRD",77,0.733
"55","M11",50,0.713
"56","PTK",43,0.734
"57","BFZ",42,0.689
"58","DST",31,0.716
"59","ISD",27,0.677
"60","M13",17,0.71
"61","M12",12,0.778
"62","FUT",8,0.75
"63","SOM",7,0.741
"64","TOR",4,0.714
"65","ROE",4,0.571
"66","CMD",3,0.714
"67","MH1",1,0.75
