"","CardNames","DeckCount","Winrate95Min"
"1","Burning Hands",3,73.5
"2","Redcap Melee",3,73.5
"3","Pithing Needle",218,71.3
"4","Go Blank",85,71.1
"5","Roiling Vortex",8,71
"6","Abrade",85,70.7
"7","Rending Volley",133,70.7
"8","Duress",82,70.5
"9","Extinction Event",74,70.3
"10","Thoughtseize",39,70.2
"11","Mystical Dispute",161,70.2
"12","The Meathook Massacre",23,69.6
"13","Skysovereign, Consul Flagship",90,69.6
"14","Portable Hole",86,69.5
"15","Unlicensed Hearse",103,69.4
"16","Negate",23,69.3
"17","Kolaghan's Command",32,68.8
"18","Damping Sphere",111,68.8
"19","Roast",7,68.7
"20","Ritual of Soot",47,68.7
"21","Approach of the Second Sun",50,68.5
"22","Shapers' Sanctuary",53,68.4
"23","Chandra, Torch of Defiance",5,68.3
"24","Thought Distortion",45,68.3
"25","Aether Gust",69,68.3
"26","Ray of Enfeeblement",21,68.2
"27","Zacama, Primal Calamity",48,68.2
"28","Disdainful Stroke",63,68.2
"29","Darksteel Citadel",53,68.1
"30","Behold the Multiverse",42,67.9
"31","The Chain Veil",63,67.9
"32","Pestilent Cauldron",63,67.9
"33","The Stone Brain",68,67.8
"34","Reidane, God of the Worthy",78,67.8
"35","Alpine Moon",25,67.7
"36","Haywire Mite",66,67.7
"37","Cityscape Leveler",65,67.7
"38","Jegantha, the Wellspring",36,67.6
"39","Rest in Peace",110,67.5
"40","Invoke Despair",14,67.3
"41","Sphinx of the Final Word",21,67.3
"42","Hullbreaker Horror",30,67.2
"43","Ratchet Bomb",37,67.2
"44","Narset's Reversal",44,67.2
"45","Sheoldred, the Apocalypse",16,67
"46","Deafening Silence",46,67
"47","The Mightstone and Weakstone",50,67
"48","Tormod's Crypt",60,67
"49","Crackling Drake",12,66.9
"50","Ob Nixilis, the Adversary",19,66.9
