"","SetCode","NoCopies","Winrate"
"1","LEA",3068,0.731
"2","NEO",2286,0.734
"3","MID",2085,0.735
"4","ELD",1917,0.735
"5","KHM",1870,0.729
"6","AFR",1566,0.738
"7","ZNR",1470,0.734
"8","WAR",1425,0.728
"9","SNC",1162,0.729
"10","BRO",1135,0.727
"11","M20",1119,0.734
"12","VOW",887,0.728
"13","IKO",818,0.735
"14","THS",757,0.732
"15","KLD",756,0.741
"16","RTR",745,0.724
"17","AKH",745,0.73
"18","THB",742,0.734
"19","DIS",702,0.734
"20","DMU",681,0.725
"21","ICE",637,0.73
"22","AER",633,0.745
"23","DTK",624,0.742
"24","SOI",600,0.728
"25","RAV",543,0.744
"26","DOM",514,0.725
"27","LRW",481,0.754
"28","GPT",441,0.736
"29","M19",426,0.743
"30","XLN",425,0.74
"31","M14",410,0.726
"32","SOK",399,0.737
"33","OGW",354,0.73
"34","STX",350,0.737
"35","MOR",348,0.728
"36","HOU",339,0.734
"37","ORI",334,0.73
"38","KTK",331,0.741
"39","M10",327,0.736
"40","GRN",296,0.753
"41","GTC",250,0.737
"42","EMN",241,0.722
"43","M21",236,0.723
"44","RIX",233,0.734
"45","VIS",232,0.739
"46","DGM",227,0.73
"47","INV",215,0.723
"48","MRD",205,0.737
"49","ZEN",186,0.72
"50","USG",177,0.745
"51","DKA",126,0.697
"52","RNA",106,0.747
"53","PLC",90,0.752
"54","BFZ",86,0.691
"55","BNG",82,0.756
"56","APC",79,0.738
"57","JOU",71,0.743
"58","M15",69,0.729
"59","ISD",64,0.734
"60","TSP",52,0.767
"61","M13",50,0.737
"62","CMD",47,0.707
"63","FRF",43,0.755
"64","MBS",10,0.72
"65","M12",8,0.75
"66","TOR",5,0.75
"67","ONS",5,0.714
"68","FUT",4,0.75
"69","SCG",3,0.714
"70","ROE",3,0.571
"71","ALA",2,0.75
"72","PTK",2,0.75
"73","STH",1,0.75
