"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Devotion Walkers - Simic Lotus Strings - Rakdos Midrange - Azorius Control - Selesnya Angels,Mono Red Aggro - Dimir Control - Phoenix - Rakdos Sacrifice,Rakdos Midrange,Rakdos Midrange - Simic Lotus Strings,Rakdos Midrange - Simic Lotus Strings
"Tiers 1.5",Gruul Stompy - Mono White Humans - Rakdos Sacrifice,Abzan Grease Fang - Izzet Creativity - Mono Black Midrange - Rakdos Midrange - Selesnya Angels,Simic Lotus Strings - Selesnya Angels - Rakdos Sacrifice - Devotion Walkers - Phoenix - Azorius Control - Dimir Control - Abzan Grease Fang - Gruul Stompy - Enigmatic Incarnation,Selesnya Angels - Rakdos Sacrifice - Devotion Walkers - Phoenix - Dimir Control - Abzan Grease Fang - Azorius Control - Mono Red Aggro - Gruul Stompy,Selesnya Angels - Rakdos Sacrifice - Devotion Walkers - Phoenix - Dimir Control - Abzan Grease Fang - Azorius Control - Mono Red Aggro - Gruul Stompy
"Tiers 2",Enigmatic Incarnation - Abzan Grease Fang - Phoenix - Azorius Spirits - Dimir Control - Mono Black Midrange,Simic Lotus Strings - Enigmatic Incarnation - Jund Sacrifice - Azorius Spirits - Devotion Walkers - Gruul Stompy - Azorius Control,Mono Red Aggro - Mono Black Midrange - Azorius Spirits - Mono White Humans - Izzet Creativity,Enigmatic Incarnation - Mono Black Midrange - Izzet Creativity - Azorius Spirits,Enigmatic Incarnation - Mono Black Midrange - Izzet Creativity - Azorius Spirits
"Tiers 2.5",Mono Red Aggro - Izzet Creativity - Mono Blue Spirits - Jund Sacrifice,Mono Blue Spirits - Mono White Humans,Jund Sacrifice - Mono Blue Spirits,Mono White Humans - Jund Sacrifice - Mono Blue Spirits,Mono White Humans - Jund Sacrifice - Mono Blue Spirits
