"","PlayerS","NAppearances","ArchetypeNames","ArchetypeCounts","URL"
"1","Mahers",3,"Kuldotha   Burn","3","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2312488076#deck_Mahers; https://www.mtgo.com/en/mtgo/decklist/pauper-qualifier-2022-11-1212493778#deck_Mahers; https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-1312493817#deck_Mahers"
"2","_DissonancE_",3,"WU   Gates","3","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2912489842#deck__DissonancE_; https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-0512491806#deck__DissonancE_; https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-1212493804#deck__DissonancE_"
"3","Rudberg",3,"Kuldotha   Burn","3","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2912489842#deck_Rudberg; https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-3012489854#deck_Rudberg; https://www.mtgo.com/en/mtgo/decklist/pauper-qualifier-2022-11-1212493778#deck_Rudberg"
"4","Lollopollo2001",3,"WU   Gates; Kuldotha   Burn","1; 2","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2912489842#deck_Lollopollo2001; https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-0612491817#deck_Lollopollo2001; https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-1212493804#deck_Lollopollo2001"
"5","_against_",2,"Naya Slivers; UB   Faeries","1; 1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2212488063#deck__against_; https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2312488076#deck__against_"
"6","Purgatory_01",2,"Kuldotha   Burn","2","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2212488063#deck_Purgatory_01; https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2312488076#deck_Purgatory_01"
"7","Backoff",2,"WU   Gates","2","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2312488076#deck_Backoff; https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-0612491817#deck_Backoff"
"8","Hamuda",2,"Grixis   Affinity","2","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2312488076#deck_Hamuda; https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2912489842#deck_Hamuda"
"9","discoverN",2,"Grixis   Affinity","2","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2912489842#deck_discoverN; https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-1212493804#deck_discoverN"
"10","DarkPantsu",2,"Grixis   Affinity","2","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2912489842#deck_DarkPantsu; https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-3012489854#deck_DarkPantsu"
"11","_Batutinha_",2,"WU   Gates","2","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-0512491806#deck__Batutinha_; https://www.mtgo.com/en/mtgo/decklist/pauper-qualifier-2022-11-1212493778#deck__Batutinha_"
"12","Beicodegeia",2,"Kuldotha   Burn","2","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-0612491817#deck_Beicodegeia; https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-1212493804#deck_Beicodegeia"
"13","TopGrinder",2,"WU   Gates","2","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-0612491817#deck_TopGrinder; https://www.mtgo.com/en/mtgo/decklist/pauper-qualifier-2022-11-1212493778#deck_TopGrinder"
"14","musasabi",1,"WU   Gates","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2212488063#deck_musasabi"
"15","ecobaronen",1,"UB   Terror","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2212488063#deck_ecobaronen"
"16","Jpsn54",1,"Kuldotha   Burn","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2212488063#deck_Jpsn54"
"17","kaikas",1,"WU   Gates","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2212488063#deck_kaikas"
"18","cicciogire",1,"UB   Terror","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2212488063#deck_cicciogire"
"19","Capipf95",1,"RG   Cascade","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2212488063#deck_Capipf95"
"20","IAB_MaGiC",1,"Metalcraft   Bully","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2312488076#deck_IAB_MaGiC"
"21","Condescend",1,"Grixis   Affinity","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2312488076#deck_Condescend"
"22","TheWatchWander",1,"WU   Gates","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2312488076#deck_TheWatchWander"
"23","ezocratto",1,"UR   Faeries","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2912489842#deck_ezocratto"
"24","Kirblinxy",1,"WB   Gates","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-2912489842#deck_Kirblinxy"
"25","_Tia93_",1,"WU   Gates","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-3012489854#deck__Tia93_"
"26","GALL",1,"Kuldotha   Burn","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-3012489854#deck_GALL"
"27","SanPop",1,"WU   Gates","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-3012489854#deck_SanPop"
"28","Byvci",1,"WU   Gates","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-3012489854#deck_Byvci"
"29","billster47",1,"Grixis   Affinity","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-3012489854#deck_billster47"
"30","Killah_SUV",1,"UB   Terror","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-10-3012489854#deck_Killah_SUV"
"31","mlovbo",1,"WU   Gates","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-0512491806#deck_mlovbo"
"32","Amplumnox",1,"Kuldotha   Burn","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-0512491806#deck_Amplumnox"
"33","ura_frst",1,"Kuldotha   Burn","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-0512491806#deck_ura_frst"
"34","msskinbolic",1,"Grixis   Affinity","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-0512491806#deck_msskinbolic"
"35","_Marian_",1,"Kuldotha   Burn","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-0512491806#deck__Marian_"
"36","Gn42",1,"UW   Familiar","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-0512491806#deck_Gn42"
"37","lampalot",1,"WU   Gates","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-0612491817#deck_lampalot"
"38","MafiaDoSplit",1,"Kuldotha   Burn","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-0612491817#deck_MafiaDoSplit"
"39","Lennny",1,"UB   Terror","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-0612491817#deck_Lennny"
"40","RedArmada",1,"Grixis   Affinity","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-0612491817#deck_RedArmada"
"41","Folero",1,"UB   Terror","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-1212493804#deck_Folero"
"42","kasa",1,"WU   Gates","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-1212493804#deck_kasa"
"43","Mogged",1,"Grixis Affinity","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-1212493804#deck_Mogged"
"44","WhiTe TsaR",1,"UB   Terror","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-1212493804#deck_WhiTe TsaR"
"45","hjc",1,"Grixis   Affinity","1","https://www.mtgo.com/en/mtgo/decklist/pauper-qualifier-2022-11-1212493778#deck_hjc"
"46","Casatti",1,"UB   Terror","1","https://www.mtgo.com/en/mtgo/decklist/pauper-qualifier-2022-11-1212493778#deck_Casatti"
"47","OlavoJusMTM",1,"Grixis   Affinity","1","https://www.mtgo.com/en/mtgo/decklist/pauper-qualifier-2022-11-1212493778#deck_OlavoJusMTM"
"48","Baladin",1,"WU   Gates","1","https://www.mtgo.com/en/mtgo/decklist/pauper-qualifier-2022-11-1212493778#deck_Baladin"
"49","Gift_given",1,"WU   Gates","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-1312493817#deck_Gift_given"
"50","swiftwarkite2",1,"Turbo   Fog","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-1312493817#deck_swiftwarkite2"
"51","INSIST",1,"WR   Gates","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-1312493817#deck_INSIST"
"52","Rilay",1,"Bogles","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-1312493817#deck_Rilay"
"53","SpockVidaLoka",1,"Boros   Synthesizer","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-1312493817#deck_SpockVidaLoka"
"54","Chemist1234",1,"WU   Gates","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-1312493817#deck_Chemist1234"
"55","aarong",1,"Orzhov   Ephemerate","1","https://www.mtgo.com/en/mtgo/decklist/pauper-challenge-2022-11-1312493817#deck_aarong"
