"","CardNames","DeckCount","Winrate95Min"
"1","Mystical Dispute",127,68.3
"2","Narset, Parter of Veils",41,68
"3","Narset's Reversal",36,67.8
"4","Alpine Moon",51,67.8
"5","Anger of the Gods",39,67.2
"6","Aether Gust",61,67.2
"7","Rest in Peace",63,66.9
"8","Jace, Wielder of Mysteries",22,66.4
"9","Ugin, the Spirit Dragon",33,66.4
"10","Young Pyromancer",13,65.8
"11","Approach of the Second Sun",36,65.6
"12","Sphinx of the Final Word",16,65.3
"13","Yorion, Sky Nomad",12,65.1
"14","Chandra, Torch of Defiance",26,64.8
"15","Hullbreaker Horror",43,64.8
"16","Duress",49,64.8
"17","Dreadbore",8,64.7
"18","Lava Coil",28,64.6
"19","Thought Distortion",41,64.6
"20","Abrade",9,64.5
"21","March of Swirling Mist",22,64.5
"22","Farewell",18,64.4
"23","Path of Peril",31,64.3
"24","Dovin's Veto",33,64.2
"25","Damping Sphere",49,64.2
"26","Portable Hole",43,64.1
"27","Go Blank",55,63.8
"28","Redcap Melee",23,63.6
"29","Cemetery Gatekeeper",10,63.5
"30","Invasive Surgery",17,63.5
"31","By Force",6,63.4
"32","Sunset Revelry",15,63.3
"33","Shark Typhoon",22,63.3
"34","Spell Pierce",14,63.2
"35","Malevolent Hermit",9,63.1
"36","Jegantha, the Wellspring",15,63.1
"37","Leyline of Sanctity",25,63.1
"38","Roiling Vortex",30,63.1
"39","Voltage Surge",17,63
"40","Lightning Axe",6,62.9
"41","Flame-Blessed Bolt",6,62.9
"42","Natural State",14,62.9
"43","Rampaging Ferocidon",14,62.9
"44","Lantern of the Lost",6,62.7
"45","Rending Volley",47,62.7
"46","Sweltering Suns",9,62.4
"47","Stern Dismissal",15,62.4
"48","Elite Spellbinder",30,62.4
"49","Deafening Silence",37,61.9
"50","Supreme Verdict",11,61.8
