"","CardNames","DeckCount","WinrateAverage"
"1","Blue Elemental Blast",2,100
"2","Smuggler's Copter",2,100
"3","Sudden Edict",2,100
"4","Orim's Chant",2,100
"5","Wurmcoil Engine",1,100
"6","Glasspool Mimic",1,100
"7","Paradigm Shift",1,100
"8","Mutavault",1,100
"9","Sarulf, Realm Eater",1,100
"10","Deceiver Exarch",1,100
"11","Splinter Twin",1,100
"12","Ash Barrens",1,100
"13","Kari Zev, Skyship Raider",1,100
"14","Nivmagus Elemental",1,100
"15","Akoum Warrior",1,100
"16","Fyndhorn Elves",1,100
"17","Unburial Rites",1,100
"18","Shallow Grave",1,100
"19","Silverquill Silencer",1,100
"20","Archon of Emeria",1,100
"21","Eldrazi Displacer",1,100
"22","Vault Skirge",1,100
"23","Cranial Plating",1,100
"24","Darksteel Citadel",1,100
"25","Jaspera Sentinel",1,100
"26","Sanctifier en-Vec",1,100
"27","Subtlety",1,100
"28","Thought Scour",1,100
"29","Hagra Mauling",1,100
"30","Cruel Reality",1,100
"31","Curse of Death's Hold",1,100
"32","Curse of Fool's Wisdom",1,100
"33","Curse of Misfortunes",1,100
"34","Overwhelming Splendor",1,100
"35","Piracy Charm",1,100
"36","Cemetery Illuminator",1,100
"37","Smokestack",1,100
"38","Drownyard Temple",1,100
"39","Gods' Eye, Gate to the Reikai",1,100
"40","Pernicious Deed",1,100
"41","Ashen Rider",3,91.7
"42","Elesh Norn, Grand Cenobite",3,91.7
"43","Darkblast",6,87.5
"44","Vendilion Clique",4,87.5
"45","Tireless Tracker",4,87.5
"46","Eternal Witness",4,87.5
"47","Ephemerate",4,87.5
"48","Lord of Atlantis",2,87.5
"49","Master of the Pearl Trident",2,87.5
"50","Merfolk Trickster",2,87.5
