"","CardNames","DeckCount","WinrateAverage"
"1","Jace's Erasure",2,76.5
"2","Imperial Oath",1,75
"3","Harmonious Emergence",1,75
"4","Ardent Recruit",2,73.3
"5","Auriok Sunchaser",2,73.3
"6","Metallic Rebuke",2,73.3
"7","Peek",3,72.7
"8","Dawnbringer Cleric",8,71.4
"9","Flame Slash",4,71.4
"10","Lonely Sandbar",2,71.4
"11","Deprive",2,71.4
"12","Changeling Outcast",1,71.4
"13","Prickly Boggart",1,71.4
"14","Fruit of Tizerus",1,71.4
"15","Morsel Theft",1,71.4
"16","Tyrant's Choice",1,71.4
"17","Geth's Verdict",1,71.4
"18","Clawing Torment",1,71.4
"19","Okiba Reckoner Raid",1,71.4
"20","Moment's Peace",1,71.4
"21","Honored Heirloom",1,71.4
"22","Thriving Isle",1,71.4
"23","Probe",1,71.4
"24","Dimir Aqueduct",1,71.4
"25","Omen of the Dead",1,71.4
"26","Force Spike",1,71.4
"27","Bind the Monster",1,71.4
"28","Spire Golem",1,71.4
"29","Fists of Flame",5,71.1
"30","Chromatic Sphere",3,70.8
"31","Satyr Hoplite",6,70.5
"32","Brute Force",6,70.5
"33","Faerie Miscreant",6,70.5
"34","Azure Fleet Admiral",2,69.2
"35","Sovereign's Bite",2,69.2
"36","Akroan Crusader",4,69
"37","Burning Prophet",4,69
"38","Of One Mind",4,69
"39","Blacksmith's Skill",4,69
"40","Impulse",4,69
"41","Nihil Spellbomb",10,68.9
"42","Frogmite",29,68.8
"43","Thoughtcast",21,68.7
"44","Seat of the Synod",22,68.6
"45","Myr Retriever",18,68.6
"46","Kiln Fiend",7,68.6
"47","Ancestral Anger",7,68.6
"48","Lava Dart",7,68.6
"49","Bojuka Bog",10,68.5
"50","Myr Enforcer",30,68.4
