"","SetCode","NoCopies","Winrate"
"1","LEA",2792,0.631
"2","ICE",1627,0.644
"3","MRD",1023,0.658
"4","SOM",672,0.636
"5","MH2",629,0.65
"6","LRW",561,0.636
"7","MH1",494,0.644
"8","NEO",430,0.652
"9","M11",396,0.645
"10","VOW",374,0.647
"11","TOR",344,0.644
"12","TSP",341,0.64
"13","MBS",311,0.644
"14","ROE",308,0.646
"15","M13",306,0.648
"16","C16",290,0.644
"17","IKO",285,0.627
"18","KHM",281,0.62
"19","ZEN",278,0.646
"20","WWK",269,0.638
"21","DIS",264,0.621
"22","AFR",256,0.655
"23","KTK",248,0.607
"24","MMQ",246,0.634
"25","SOI",245,0.62
"26","USG",244,0.633
"27","XLN",218,0.638
"28","DKA",212,0.625
"29","ALA",196,0.621
"30","BOK",193,0.641
"31","ULG",189,0.628
"32","ISD",188,0.63
"33","JUD",182,0.629
"34","RAV",180,0.622
"35","SHM",179,0.623
"36","ALL",172,0.643
"37","RTR",169,0.627
"38","NPH",155,0.651
"39","INV",155,0.634
"40","DOM",155,0.618
"41","FRF",137,0.65
"42","ONS",136,0.622
"43","VIS",131,0.635
"44","HOU",124,0.624
"45","DST",123,0.637
"46","CN2",120,0.631
"47","CSP",113,0.644
"48","ZNR",108,0.656
"49","AKH",102,0.613
"50","CMR",99,0.62
"51","EVE",99,0.638
"52","M12",97,0.617
"53","AVR",94,0.637
"54","APC",88,0.637
"55","PLS",87,0.659
"56","ELD",87,0.602
"57","STX",82,0.571
"58","LEG",76,0.639
"59","ATQ",72,0.636
"60","CHK",70,0.626
"61","SCG",69,0.624
"62","RNA",65,0.627
"63","EMN",64,0.625
"64","MOR",63,0.652
"65","GPT",60,0.627
"66","TMP",60,0.616
"67","ODY",55,0.657
"68","FUT",49,0.618
"69","GTC",48,0.633
"70","MID",46,0.656
"71","P02",44,0.557
"72","M10",40,0.61
"73","JOU",38,0.657
"74","LGN",36,0.594
"75","ARN",36,0.583
"76","PLC",32,0.688
"77","ORI",31,0.667
"78","THB",31,0.611
"79","THS",27,0.653
"80","M15",23,0.626
"81","BFZ",22,0.647
"82","5DN",22,0.676
"83","M21",22,0.614
"84","WAR",20,0.676
"85","ARB",18,0.633
"86","KLD",16,0.651
"87","JMP",14,0.647
"88","HML",13,0.649
"89","BNG",8,0.579
"90","AER",6,0.724
"91","M19",6,0.692
"92","M14",6,0.632
"93","OGW",5,0.52
"94","CNS",4,0.714
"95","FEM",4,0.571
