"","CardNames","DeckCount","WinrateAverage"
"1","Gorilla Shaman",87,64.4
"2","Pyroblast",85,64
"3","Relic of Progenitus",81,62.1
"4","Dust to Dust",73,63.4
"5","Red Elemental Blast",73,63.3
"6","Chainer's Edict",65,64.2
"7","Blue Elemental Blast",65,65.1
"8","Duress",60,63.2
"9","Fiery Cannonade",59,63.3
"10","Electrickery",58,63.2
"11","Dispel",55,63
"12","Hydroblast",53,65.1
"13","Nihil Spellbomb",43,64.5
"14","Krark-Clan Shaman",40,65
"15","Suffocating Fumes",38,62.2
"16","Echoing Truth",36,64.7
"17","Smash to Smithereens",36,62.2
"18","Revoke Existence",31,62.6
"19","Gut Shot",26,63.6
"20","Annul",26,64.1
"21","Negate",24,64.9
"22","Weather the Storm",23,65
"23","Unexpected Fangs",23,64.3
"24","Flaring Pain",23,60.8
"25","Leave No Trace",22,64.1
"26","Shenanigans",21,67.1
"27","Standard Bearer",21,61.9
"28","Stormbound Geist",20,63.7
"29","Reaping the Graves",19,60.8
"30","Stonehorn Dignitary",19,61.5
"31","Thorn of the Black Rose",19,63
"32","Dawnbringer Cleric",18,66.1
"33","Molten Rain",16,63.6
"34","Martyr of Ashes",16,62.5
"35","Curfew",15,67.6
"36","Nature's Chant",15,63.8
"37","Light of Hope",15,59
"38","Lifelink",14,60.4
"39","Last Breath",14,66.3
"40","Spell Pierce",13,68.8
"41","Ghitu Lavarunner",13,60.7
"42","Lone Missionary",11,63.5
"43","Introduction to Prophecy",11,55.7
"44","Cuombajj Witches",11,57.7
"45","Okiba-Gang Shinobi",11,63.5
"46","Crimson Acolyte",10,60.3
"47","Diabolic Edict",10,63.8
"48","Mukotai Ambusher",10,61.8
"49","Ray of Revelation",9,60.7
"50","Serene Heart",9,69.2
