"","CardNames","DeckCount","Winrate95Min"
"1","Misty Rainforest",1305,69.8
"2","Endurance",422,69.7
"3","Breeding Pool",716,69.6
"4","Otawara, Soaring City",953,69.6
"5","Boseiju, Who Endures",888,69.6
"6","Steam Vents",1552,69.6
"7","Snow-Covered Island",560,69.5
"8","Spell Pierce",693,69.5
"9","Spirebluff Canal",664,69.4
"10","Unholy Heat",839,69.4
"11","Expressive Iteration",837,69.4
"12","Omnath, Locus of Creation",350,69.3
"13","Ketria Triome",473,69.3
"14","Scalding Tarn",1380,69.3
"15","Lightning Bolt",1301,69.3
"16","Grief",262,69.2
"17","Stomping Ground",790,69.2
"18","Flooded Strand",1105,69.2
"19","Ragavan, Nimble Pilferer",964,69.2
"20","Abundant Growth",242,69.1
"21","Dress Down",344,69.1
"22","Swamp",548,69.1
"23","Fury",625,69.1
"24","Counterspell",701,69.1
"25","Mishra's Bauble",814,69.1
"26","Hallowed Fountain",784,69.1
"27","Undying Evil",78,69
"28","Ephemerate",199,69
"29","Ice-Fang Coatl",206,69
"30","Shardless Agent",304,69
"31","Ledger Shredder",372,69
"32","Solitude",450,69
"33","Wrenn and Six",523,69
"34","Windswept Heath",635,69
"35","Wooded Foothills",889,69
"36","Forest",857,69
"37","Twilight Mire",157,68.9
"38","Blood Artist",152,68.9
"39","Eladamri's Call",168,68.9
"40","Violent Outburst",308,68.9
"41","Murktide Regent",427,68.9
"42","Prismatic Ending",488,68.9
"43","Teferi, Time Raveler",645,68.9
"44","Fiery Islet",599,68.9
"45","Blood Crypt",562,68.9
"46","Island",899,68.9
"47","Polluted Delta",763,68.9
"48","Yawgmoth, Thran Physician",160,68.8
"49","Wall of Roots",158,68.8
"50","Street Wraith",157,68.8
