"","PlayerS","NAppearances","ArchetypeNames","ArchetypeCounts","URL"
"1","HappySandwich",20,"Hammer Time","20","https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-01-0912372524#deck_HappySandwich; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-02-0612383929#deck_HappySandwich; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-02-0612383935#deck_HappySandwich; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-02-1312387446#deck_HappySandwich; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-03-0612394235#deck_HappySandwich; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-04-0312404240#deck_HappySandwich; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-04-1712409672#deck_HappySandwich; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-04-2412412172#deck_HappySandwich; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-05-2812422662#deck_HappySandwich; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-05-2912422668#deck_HappySandwich; https://www.mtgo.com/en/mtgo/decklist/modern-showcase-challenge-2022-06-1112426323#deck_HappySandwich; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-06-2612434068#deck_HappySandwich; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-08-2812464066#deck_HappySandwich; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-09-0312468579#deck_HappySandwich; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-09-1012470338#deck_HappySandwich; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-09-1112470345#deck_HappySandwich; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-10-2312488073#deck_HappySandwich; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-10-2912489845#deck_HappySandwich; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-11-0612491815#deck_HappySandwich; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-11-1212493807#deck_HappySandwich"
"2","DemonicTutors",12,"Yawgmoth; Elementals","11; 1","https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-04-0212404235#deck_DemonicTutors; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-04-2412412172#deck_DemonicTutors; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-05-2112420445#deck_DemonicTutors; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-05-2812422662#deck_DemonicTutors; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-06-2612434068#deck_DemonicTutors; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-07-0312437644#deck_DemonicTutors; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-08-2012461405#deck_DemonicTutors; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-09-1812473597#deck_DemonicTutors; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-09-2412476818#deck_DemonicTutors; https://www.mtgo.com/en/mtgo/decklist/modern-showcase-challenge-2022-10-1512485578#deck_DemonicTutors; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-12-1712502871#deck_DemonicTutors; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-12-1812502878#deck_DemonicTutors"
"3","Bob49",11,"Belcher; Azorius Blink; Calibrated Blast; Amulet Titan","5; 2; 1; 3","https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-01-2312377876#deck_Bob49; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-02-0612383929#deck_Bob49; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-02-0612383935#deck_Bob49; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-02-1312387452#deck_Bob49; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-03-2712401489#deck_Bob49; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-05-0112414723#deck_Bob49; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-06-0412424539#deck_Bob49; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-07-3112450504#deck_Bob49; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-09-2512476825#deck_Bob49; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-10-3012489851#deck_Bob49; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-12-1812502878#deck_Bob49"
"4","YungDingo",11,"Mardu Saga; Grixis Control; Gruul Titan; Izzet Murktide; Rakdos Scam; Jund Titan","1; 1; 1; 1; 6; 1","https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-03-0612394230#deck_YungDingo; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-04-1012407134#deck_YungDingo; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-06-1912429716#deck_YungDingo; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-07-2412446449#deck_YungDingo; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-08-1412456983#deck_YungDingo; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-08-2712464061#deck_YungDingo; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-09-1812473597#deck_YungDingo; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-10-2312488073#deck_YungDingo; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-11-0612491815#deck_YungDingo; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-11-2012495574#deck_YungDingo; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-11-2612497530#deck_YungDingo"
"5","WaToO",11,"Bant Control; Azorius Control; Jeskai Control","2; 2; 7","https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-03-0612394235#deck_WaToO; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-03-1912399165#deck_WaToO; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-03-2012399171#deck_WaToO; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-04-1712409672#deck_WaToO; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-04-2412412172#deck_WaToO; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-05-1512418754#deck_WaToO; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-07-1612442930#deck_WaToO; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-09-2512476825#deck_WaToO; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-11-1312493814#deck_WaToO; https://www.mtgo.com/en/mtgo/decklist/modern-showcase-challenge-2022-11-1912495532#deck_WaToO; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-12-1112501265#deck_WaToO"
"6","RespectTheCat",10,"Jund Saga; Omnath Control; Elementals","2; 4; 4","https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-01-3012380857#deck_RespectTheCat; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-01-3012380863#deck_RespectTheCat; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-04-0212404235#deck_RespectTheCat; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-05-0112414723#deck_RespectTheCat; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-05-1412418748#deck_RespectTheCat; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-08-2812464066#deck_RespectTheCat; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-10-2212488066#deck_RespectTheCat; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-10-2912489845#deck_RespectTheCat; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-10-3012489851#deck_RespectTheCat; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-12-1812502878#deck_RespectTheCat"
"7","Xerk",10,"Yawgmoth; Blue Living End; Izzet Murktide","8; 1; 1","https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-04-1612409666#deck_Xerk; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-05-0112414723#deck_Xerk; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-07-0312437644#deck_Xerk; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-07-2412446449#deck_Xerk; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-07-3112450504#deck_Xerk; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-09-0412468586#deck_Xerk; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-10-0212480077#deck_Xerk; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-10-0912483143#deck_Xerk; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-10-3012489851#deck_Xerk; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-11-2012495574#deck_Xerk"
"8","sokos13",9,"Grixis Shadow; Izzet Murktide","3; 6","https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-01-0212367813#deck_sokos13; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-01-3012380857#deck_sokos13; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-01-3012380863#deck_sokos13; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-04-1712409672#deck_sokos13; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-05-0812416822#deck_sokos13; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-07-2412446449#deck_sokos13; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-08-1312456978#deck_sokos13; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-09-1812473597#deck_sokos13; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-10-2912489845#deck_sokos13"
"9","O_danielakos",9,"Izzet Murktide","9","https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-02-2012389851#deck_O_danielakos; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-03-1912399165#deck_O_danielakos; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-03-2012399171#deck_O_danielakos; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-04-1012407134#deck_O_danielakos; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-04-3012414717#deck_O_danielakos; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-06-1912429716#deck_O_danielakos; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-07-1612442930#deck_O_danielakos; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-08-0612453823#deck_O_danielakos; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-12-0412499780#deck_O_danielakos"
"10","Xenowan",7,"Glimpse Combo; Mono Red Saga; Asmo Food; Grixis Shadow; Grinding Breach; Belcher","2; 1; 1; 1; 1; 1","https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-01-1612375148#deck_Xenowan; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-02-0612383935#deck_Xenowan; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-05-2212420451#deck_Xenowan; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-06-0412424539#deck_Xenowan; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-07-3112450504#deck_Xenowan; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-10-0212480077#deck_Xenowan; https://www.mtgo.com/en/mtgo/decklist/modern-challenge-2022-12-0312499773#deck_Xenowan"
