"","Artist","NoCopies","Winrate"
"1","Rob Alexander",19323,0.702
"2","Christopher Rush",7387,0.702
"3","Anastasia Ovchinnikova",7127,0.707
"4","Mark Poole",5894,0.701
"5","Eric Deschamps",4138,0.7
"6","Simon Dominic",4002,0.701
"7","Chippy",3938,0.701
"8","Shelly Wan",3756,0.707
"9","Adam Paquette",3669,0.702
"10","Philip Straub",3579,0.702
"11","Vance Kovacs",3395,0.705
"12","John Stanko",3378,0.693
"13","Titus Lunter",3183,0.699
"14","Alayna Danner",3134,0.703
"15","Kari Christensen",3056,0.705
"16","Jason Chan",3009,0.704
"17","Aleksi Briclot",2846,0.7
"18","Vincent Proce",2773,0.703
"19","Chris Rallis",2701,0.699
"20","Randy Vargas",2661,0.706
"21","John Avon",2648,0.701
"22","Ryan Pancoast",2477,0.698
"23","Raoul Vitale",2432,0.703
"24","Izzy",2393,0.703
"25","Ekaterina Burmak",2358,0.705
"26","Cyril Van Der Haegen",2344,0.698
"27","Ron Spears",2343,0.701
"28","Mark Zug",2281,0.699
"29","Chase Stone",2260,0.7
"30","Howard Lyon",2188,0.699
"31","Chris Ostrowski",2127,0.704
"32","Raymond Swanland",2084,0.692
"33","Martina Fackova",2053,0.699
"34","Svetlin Velinov",2004,0.691
"35","Anthony S. Waters",1985,0.705
"36","Lake Hurwitz",1944,0.701
"37","Yeong-Hao Han",1921,0.698
"38","Franz Vohwinkel",1895,0.699
"39","Jung Park",1854,0.697
"40","Evan Shipard",1839,0.704
"41","Mila Pesic",1746,0.708
"42","Chris Rahn",1745,0.704
"43","Mike Bierek",1723,0.693
"44","Zezhou Chen",1705,0.703
"45","Greg Staples",1693,0.703
"46","Anson Maddocks",1659,0.704
"47","Lucas Graciano",1658,0.704
"48","Iain McCaig",1625,0.705
"49","Tom Wänerstrand",1621,0.704
"50","Erica Yang",1615,0.704
"51","Dmitry Burmak",1604,0.703
"52","Paul Scott Canavan",1596,0.7
"53","Jesper Myrfors",1589,0.699
"54","Cliff Childs",1584,0.698
"55","Kev Walker",1557,0.702
"56","Mark Tedin",1533,0.684
"57","Douglas Shuler",1529,0.695
"58","Jonas De Ro",1490,0.698
"59","Pete Venters",1433,0.689
"60","Jason Rainville",1377,0.699
"61","Jean-Sébastien Rossbach",1368,0.696
"62","Sam Burley",1323,0.705
"63","Terese Nielsen",1283,0.696
"64","Steven Belledin",1274,0.705
"65","Daarken",1272,0.696
"66","Seb McKinnon",1260,0.704
"67","Nicholas Gregory",1238,0.713
"68","Richard Whitters",1229,0.708
"69","David Martin",1220,0.701
"70","Greg Hildebrandt",1185,0.696
"71","Warren Mahy",1181,0.695
"72","Dave Kendall",1169,0.692
"73","Amy Weber",1158,0.699
"74","Johannes Voss",1146,0.701
"75","James Paick",1133,0.686
"76","Michael C. Hayes",1106,0.695
"77","Kieran Yanner",1063,0.697
"78","Chris Seaman",1049,0.71
"79","Nils Hamm",1006,0.701
"80","Campbell White",998,0.694
"81","Matt Stewart",987,0.698
"82","Steve Argyle",984,0.689
"83","Tomasz Jedruszek",980,0.693
"84","Christine Choi",972,0.71
"85","Martina Pilcerova",961,0.697
"86","Joseph Meehan",940,0.707
"87","Todd Lockwood",926,0.699
"88","Yongjae Choi",923,0.7
"89","Bastien L. Deharme",895,0.711
"90","Dan Frazier",891,0.705
"91","Adam Rex",855,0.695
"92","Cynthia Sheppard",837,0.698
"93","Lars Grant-West",835,0.697
"94","Richard Wright",821,0.7
"95","Wisnu Tan",790,0.68
"96","Mark Winters",777,0.709
"97","Heather Hudson",763,0.706
"98","Scott Murphy",758,0.703
"99","Craig J Spearing",756,0.713
"100","DiTerlizzi",734,0.701
"101","Cristi Balanescu",713,0.69
"102","Filip Burburan",700,0.709
"103","John Matson",672,0.716
"104","Alexander Forssberg",670,0.706
"105","Dan Scott",644,0.703
"106","Zoltan Boros",643,0.683
"107","Daniel Ljunggren",638,0.683
"108","Jason Felix",637,0.684
"109","Deruchenko Alexander",624,0.705
"110","Sidharth Chaturvedi",613,0.703
"111","Andrew Mar",591,0.702
"112","Johan Grenier",582,0.707
"113","Michael Sutfin",560,0.683
"114","Lie Setiawan",557,0.698
"115","Pat Morrissey",547,0.705
"116","Jason A. Engle",545,0.71
"117","Volkan Baǵa",531,0.703
"118","Fred Fields",523,0.692
"119","Chris Cold",511,0.696
"120","Heonhwa Choe",505,0.68
"121","Randy Gallegos",494,0.695
"122","Jim Nelson",493,0.691
"123","Noah Bradley",476,0.698
"124","Jesper Ejsing",472,0.691
"125","Tomas Giorello",468,0.708
"126","Jaime Jones",463,0.702
"127","Christopher Moeller",449,0.699
"128","Igor Kieryluk",435,0.704
"129","Michael Komarck",379,0.688
"130","Scott M. Fischer",377,0.683
"131","Darrell Riche",367,0.698
"132","Alex Horley-Orlandelli",334,0.683
"133","Karl Kopinski",331,0.689
"134","Nicholas Elias",326,0.682
