"","CardNames","DeckCount","WinrateAverage"
"1","Steam Vents",1552,70.5
"2","Scalding Tarn",1380,70.2
"3","Misty Rainforest",1305,70.7
"4","Lightning Bolt",1301,70.2
"5","Flooded Strand",1105,70.2
"6","Ragavan, Nimble Pilferer",964,70.2
"7","Otawara, Soaring City",953,70.7
"8","Island",899,70
"9","Wooded Foothills",889,70.1
"10","Boseiju, Who Endures",888,70.6
"11","Forest",857,70.1
"12","Unholy Heat",839,70.5
"13","Expressive Iteration",837,70.5
"14","Mountain",820,69.7
"15","Mishra's Bauble",814,70.2
"16","Stomping Ground",790,70.3
"17","Hallowed Fountain",784,70.2
"18","Polluted Delta",763,70
"19","Urza's Saga",760,69.7
"20","Breeding Pool",716,70.8
"21","Counterspell",701,70.3
"22","Spell Pierce",693,70.7
"23","Sacred Foundry",668,69.8
"24","Spirebluff Canal",664,70.7
"25","Bloodstained Mire",653,69.9
"26","Teferi, Time Raveler",645,70.2
"27","Windswept Heath",635,70.3
"28","Arid Mesa",634,69.7
"29","Fury",625,70.4
"30","Plains",618,69.8
"31","Fiery Islet",599,70.2
"32","Blood Crypt",562,70.2
"33","Dragon's Rage Channeler",561,69.9
"34","Snow-Covered Island",560,70.8
"35","Swamp",548,70.5
"36","Wrenn and Six",523,70.4
"37","Shadowspear",519,69.5
"38","Springleaf Drum",510,69.6
"39","Raugrin Triome",491,70.2
"40","Prismatic Ending",488,70.3
"41","Ketria Triome",473,70.7
"42","Archmage's Charm",465,70.1
"43","Solitude",450,70.5
"44","Temple Garden",444,70.1
"45","Consider",439,70.3
"46","Esper Sentinel",429,69.7
"47","Murktide Regent",427,70.5
"48","Endurance",422,71.3
"49","Thoughtseize",408,70
"50","Stoneforge Mystic",374,69.8
