"","CardNames","DeckCount","Winrate95Min"
"1","Unlicensed Hearse",546,69.8
"2","Mystical Dispute",1018,69.6
"3","Force of Vigor",907,69.6
"4","Endurance",746,69.5
"5","Flusterstorm",772,69.5
"6","Magus of the Moon",521,69.4
"7","Boseiju, Who Endures",440,69.3
"8","Subtlety",555,69.3
"9","Engineered Explosives",1119,69.3
"10","Mana Leak",89,69.2
"11","Fatal Push",156,69.2
"12","Necromentia",247,69.1
"13","Dress Down",684,69.1
"14","Yorion, Sky Nomad",282,69
"15","Blood Moon",461,69
"16","Veil of Summer",638,69
"17","Supreme Verdict",134,68.9
"18","Spell Pierce",455,68.9
"19","Chalice of the Void",537,68.9
"20","Jace, the Mind Sculptor",276,68.8
"21","Relic of Progenitus",650,68.7
"22","Abrade",173,68.6
"23","Foundation Breaker",216,68.6
"24","March of Otherworldly Light",268,68.6
"25","Fury",399,68.6
"26","Hidetsugu Consumes All",157,68.4
"27","Meddling Mage",174,68.4
"28","Outland Liberator",168,68.4
"29","Thoughtseize",293,68.4
"30","Lavinia, Azorius Renegade",235,68.3
"31","Tourach, Dread Cantor",299,68.3
"32","Emrakul, the Promised End",224,68.2
"33","Hushbringer",140,68.1
"34","Path to Exile",362,68.1
"35","Unmoored Ego",55,68
"36","Dismember",172,68
"37","Sanctifier en-Vec",404,68
"38","Pithing Needle",635,68
"39","Chandra, Awakened Inferno",39,67.9
"40","Knight of Autumn",100,67.9
"41","Dovin's Veto",203,67.9
"42","Alpine Moon",340,67.9
"43","Leyline of the Void",221,67.8
"44","Tormod's Crypt",277,67.8
"45","Leyline of Sanctity",256,67.8
"46","Bojuka Bog",72,67.7
"47","Kolaghan's Command",188,67.7
"48","Path of Peril",13,67.6
"49","Scavenging Ooze",107,67.6
"50","Collective Brutality",78,67.5
