"","CardNames","DeckCount","WinrateAverage"
"1","Esika's Chariot",1,90.9
"2","Shardless Agent",1,90.9
"3","Circuit Mender",1,90.9
"4","Oblivion Sower",1,90.9
"5","Commandeer",1,88.9
"6","Shenanigans",1,87.5
"7","Ghirapur Aether Grid",1,87.5
"8","Vendilion Clique",1,81.8
"9","Sling-Gang Lieutenant",4,81.6
"10","Luxior, Giada's Gift",2,81.2
"11","Swan Song",2,81.2
"12","Vivien, Champion of the Wilds",3,80
"13","Fateful Absence",2,80
"14","Tolaria West",1,80
"15","Break the Ice",1,80
"16","Thought-Knot Seer",1,80
"17","Lantern of the Lost",1,80
"18","Arasta of the Endless Web",5,79.5
"19","Blightning",2,78.9
"20","Basilisk Collar",4,78.8
"21","Sword of Truth and Justice",3,77.8
"22","Repeal",3,77.8
"23","Fiery Justice",2,77.8
"24","Tameshi, Reality Architect",1,77.8
"25","Choke",1,77.8
"26","Tale's End",1,77.8
"27","Shore Up",1,77.8
"28","Ashiok, Nightmare Muse",1,77.8
"29","Ashen Rider",1,77.8
"30","Izzet Staticaster",1,77.8
"31","Path of Peril",13,76.9
"32","Field of Ruin",2,76.5
"33","Tarfire",5,76.1
"34","Chandra, Torch of Defiance",3,76
"35","Slaughter Pact",7,75
"36","Pyroclasm",4,75
"37","Nexus of Fate",2,75
"38","Thornscape Battlemage",2,75
"39","Tanglepool Bridge",1,75
"40","Thoughtcast",1,75
"41","Sarulf, Realm Eater",1,75
"42","Teferi, Hero of Dominaria",1,75
"43","Plains",1,75
"44","Scourge of the Skyclaves",1,75
"45","Vindicate",1,75
"46","Froghemoth",1,75
"47","Lutri, the Spellchaser",1,75
"48","Trading Post",1,75
"49","Rest for the Weary",1,75
"50","Drown in the Loch",1,75
