"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Izzet Prowess - Burn - Hammer Time - Azorius Control,Heliod Combo - Amulet Titan - Jund Midrange,Heliod Combo - Azorius Control,Izzet Prowess - Azorius Control - Heliod Combo,Izzet Prowess - Azorius Control - Heliod Combo
"Tiers 1.5",Green Tron - Eldrazi Tron - Mill - Jund Midrange - Heliod Combo - Dredge - Shadow Prowess,Spirits - Azorius Control - Izzet Prowess - Dredge - Shadow Prowess - Mill - Green Tron,Jund Midrange - Izzet Prowess - Green Tron - Mill - Burn - Hammer Time - Amulet Titan - Dredge - Shadow Prowess - Eldrazi Tron,Burn - Hammer Time - Jund Midrange - Green Tron - Mill - Eldrazi Tron - Dredge - Shadow Prowess,Burn - Hammer Time - Jund Midrange - Green Tron - Mill - Eldrazi Tron - Dredge - Shadow Prowess
"Tiers 2",BTL Scapeshift - Amulet Titan,BTL Scapeshift - Living End - Burn - Hammer Time - Eldrazi Tron - Infect,Spirits - BTL Scapeshift - Living End,Amulet Titan - BTL Scapeshift - Spirits - Living End,Amulet Titan - BTL Scapeshift - Spirits - Living End
"Tiers 2.5",Spirits - Living End - Gruul Midrange - Bogles - Infect - Esper Control,Gruul Midrange - Bogles - Esper Control,Infect - Gruul Midrange - Bogles - Esper Control,Infect - Gruul Midrange - Bogles - Esper Control,Infect - Gruul Midrange - Bogles - Esper Control
