"","PLAYERS","NO_APPEARANCES","TOTAL_NB_MATCHES","WINRATE_AVERAGE","WINRATE_95_MIN","WINRATE_95_MAX","TOTAL_POINTS","ARCHETYPE_NAMES","ARCHETYPE_COUNT","URL"
"1","kanister",22,142,0.732394366197183,0.651675979035135,0.803153074346519,312,"Oops All Spells; Humans; Omnath Saheeli; Dimir Control; Shadow Prowess; Bant Blink; Primeval Titan; Izzet Prowess; WURG Control; Sultai Control; Obosh Aggro; Mill; Electro End; Reclamation","1; 1; 1; 5; 2; 1; 3; 1; 2; 1; 1; 1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-27#kanister_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-10-04#kanister_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-12#kanister_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#kanister_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#kanister_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-29#kanister_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-13#kanister_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-14#kanister_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-21#kanister_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-21#kanister_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-25#kanister_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-09-22#kanister_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-09-23#kanister_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-17#kanister_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-24#kanister_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-02#kanister_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-15#kanister_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-16#kanister_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-30#kanister_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-01-16#kanister_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-01-19#kanister_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-01-23#kanister_-"
"2","pokerswizard",26,153,0.660130718954248,0.579255806922162,0.734667390500189,303,"Mill; Shadow Prowess; Obosh Aggro; Reclamation; Humans; Gruul Midrange; Orzhov Midrange; Gifts Storm; Green Tron; Rakdos Midrange","1; 9; 3; 2; 3; 2; 1; 1; 3; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-20#pokerswizard_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#pokerswizard_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-22#pokerswizard_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-23#pokerswizard_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-30#pokerswizard_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-20#pokerswizard_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-03#pokerswizard_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-04#pokerswizard_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-09-18#pokerswizard_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-09-24#pokerswizard_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-09-25#pokerswizard_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-10-01#pokerswizard_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-10-08#pokerswizard_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-10-16#pokerswizard_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-10-22#pokerswizard_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-10-30#pokerswizard_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-03#pokerswizard_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-05#pokerswizard_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-06#pokerswizard_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-12#pokerswizard_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-19#pokerswizard_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-26#pokerswizard_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-03#pokerswizard_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-17#pokerswizard_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-24#pokerswizard_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-29#pokerswizard_-"
"3","Sodeq",17,127,0.755905511811024,0.671770683125183,0.827731131317177,288,"Ad Nauseam; Dredge; Oops All Spells; Belcher; Hammer Time","3; 5; 3; 5; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-27#sodeq_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-18#sodeq_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#sodeq_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#sodeq_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-22#sodeq_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-23#sodeq_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-07#sodeq_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-13#sodeq_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-14#sodeq_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-03#sodeq_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-10#sodeq_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-24#sodeq_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-10-03#sodeq_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-10-06#sodeq_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-10-13#sodeq_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-02#sodeq_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-04#sodeq_-"
"4","Xwhale",18,126,0.73015873015873,0.643841638433331,0.805337335462408,276,"Humans; Reclaimer Titan; Eldrazi Tron","4; 13; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-20#xwhale_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-21#xwhale_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-09-21#xwhale_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-18#xwhale_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-22#xwhale_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-29#xwhale_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-12-06#xwhale_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-13#xwhale_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-20#xwhale_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2021-01-17#xwhale_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-09-19#xwhale_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-10-15#xwhale_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-10-17#xwhale_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-10-23#xwhale_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-10-29#xwhale_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-13#xwhale_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-24#xwhale_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-01-14#xwhale_-"
"5","McWinSauce",18,119,0.73109243697479,0.642089726179609,0.808240715384577,261,"WURG Control; Niv To Light; Omnath Saheeli","16; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-21#mcwinsauce_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-05#mcwinsauce_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-19#mcwinsauce_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#mcwinsauce_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#mcwinsauce_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-22#mcwinsauce_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-23#mcwinsauce_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-12-21#mcwinsauce_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-28#mcwinsauce_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-09-22#mcwinsauce_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-09-25#mcwinsauce_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-09-29#mcwinsauce_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-10-09#mcwinsauce_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-10-13#mcwinsauce_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-10-16#mcwinsauce_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-10-20#mcwinsauce_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-06#mcwinsauce_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-03#mcwinsauce_-"
"6","ZYURYO",21,131,0.656488549618321,0.568513362988104,0.737212187550171,258,"WURG Control; Temur Control; UBRG Control; Belcher; Sultai Control; Devoted","15; 1; 2; 1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-27#zyuryo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-28#zyuryo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-05#zyuryo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-12#zyuryo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-02#zyuryo_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#zyuryo_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-23#zyuryo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-07#zyuryo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-03#zyuryo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-21#zyuryo_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-24#zyuryo_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-09-22#zyuryo_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-09-23#zyuryo_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-09-29#zyuryo_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-10-03#zyuryo_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-10-14#zyuryo_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-10-22#zyuryo_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-10-24#zyuryo_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-14#zyuryo_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-18#zyuryo_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-02#zyuryo_-"
"7","TSPJendrek",17,116,0.724137931034483,0.633432558859669,0.80304858115349,252,"Sultai Control; Jeskai Control; Stoneblade; Dimir Control","8; 2; 6; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-27#tspjendrek_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-11#tspjendrek_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#tspjendrek_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-01#tspjendrek_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-07#tspjendrek_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-14#tspjendrek_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-20#tspjendrek_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-03#tspjendrek_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-04#tspjendrek_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-10#tspjendrek_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2021-01-19#tspjendrek_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-09-30#tspjendrek_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-13#tspjendrek_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-05#tspjendrek_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-09#tspjendrek_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-12#tspjendrek_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-01-06#tspjendrek_-"
"8","musasabi",15,109,0.697247706422018,0.601866483036196,0.781589159352015,228,"Orzhov Midrange; Reclaimer Titan; Omnath Saheeli; Shadow Prowess; WURG Control; Mardu Midrange; Heliod Combo","1; 2; 2; 4; 4; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-27#musasabi_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-19#musasabi_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#musasabi_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-02#musasabi_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#musasabi_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#musasabi_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#musasabi_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-23#musasabi_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-30#musasabi_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-21#musasabi_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-18#musasabi_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2021-01-19#musasabi_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-25#musasabi_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-05#musasabi_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2021-01-13#musasabi_-"
"9","SoulStrong",16,108,0.703703703703704,0.608179343332203,0.787715255177236,228,"Shadow Prowess; Reclaimer Titan; Bant Blink; Rogues; Reclamation; Primeval Titan; Rakdos Midrange","2; 6; 3; 2; 1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-27#soulstrong_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#soulstrong_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#soulstrong_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-22#soulstrong_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-30#soulstrong_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-12-05#soulstrong_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-13#soulstrong_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-28#soulstrong_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-01-25#soulstrong_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-03#soulstrong_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-07#soulstrong_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-14#soulstrong_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-26#soulstrong_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-10#soulstrong_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-22#soulstrong_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-31#soulstrong_-"
"10","Tiemuuu",15,103,0.737864077669903,0.641977281169232,0.819609771849642,228,"Izzet Control; Boil Kiki Jiki","2; 13","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-12#tiemuuu_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#tiemuuu_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#tiemuuu_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#tiemuuu_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-16#tiemuuu_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-30#tiemuuu_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-12-06#tiemuuu_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-21#tiemuuu_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-04#tiemuuu_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-06#tiemuuu_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-21#tiemuuu_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-11-24#tiemuuu_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-16#tiemuuu_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-18#tiemuuu_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-preliminary-2020-12-22#tiemuuu_-"
