"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Green Tron - Izzet Prowess - Burn - Azorius Control - Hammer Time - Eldrazi Tron,Titan Shift - Heliod Combo - Slivers - Stoneblade,Heliod Combo - Green Tron - Azorius Control,Green Tron - Izzet Prowess - Azorius Control - Heliod Combo - Burn - Eldrazi Tron,Green Tron - Izzet Prowess - Azorius Control - Heliod Combo - Burn - Eldrazi Tron
"Tiers 1.5",Shadow Prowess - Dredge - Mill - Heliod Combo - Jund Midrange,Amulet Titan - Jund Midrange - Spirits - Mono White Taxes - Azorius Control - Shadow Prowess - Green Tron - Eldrazi Tron,Titan Shift - Izzet Prowess - Jund Midrange - Shadow Prowess - Eldrazi Tron - Dredge - Burn - Amulet Titan - Mill - Hammer Time - Stoneblade,Shadow Prowess - Hammer Time - Dredge - Jund Midrange - Mill - Titan Shift - Amulet Titan,Shadow Prowess - Hammer Time - Dredge - Jund Midrange - Mill - Titan Shift - Amulet Titan
"Tiers 2",BTL Scapeshift - Bogles - Amulet Titan - Gruul Midrange - Infect - Spirits - Living End - Stoneblade - Esper Control,Dredge - Izzet Prowess - Mill - BTL Scapeshift - Bogles - Obosh Aggro - Living End - Gruul Midrange - Burn - Hammer Time - Infect - Grixis Shadow - WURG Control,Slivers - BTL Scapeshift - Bogles - Spirits - Mono White Taxes - Gruul Midrange - Living End - Infect - Obosh Aggro,BTL Scapeshift - Bogles - Stoneblade - Spirits - Slivers - Gruul Midrange - Mono White Taxes - Living End - Infect,BTL Scapeshift - Bogles - Stoneblade - Spirits - Slivers - Gruul Midrange - Mono White Taxes - Living End - Infect
"Tiers 2.5",Obosh Aggro - Titan Shift - Mono White Taxes - Slivers - Grixis Shadow - WURG Control,Esper Control,Grixis Shadow - WURG Control - Esper Control,Obosh Aggro - Grixis Shadow - WURG Control - Esper Control,Obosh Aggro - Grixis Shadow - WURG Control - Esper Control
