"","CardNames","DeckCount","WinrateAverage"
"1","Veil of Summer",25,70.8
"2","Path to Exile",25,69.7
"3","Damping Sphere",22,70.8
"4","Lurrus of the Dream-Den",18,71.2
"5","Auriok Champion",16,68.8
"6","Deicide",14,70.7
"7","Pithing Needle",13,69.9
"8","Relic of Progenitus",13,67
"9","Aether Gust",13,73.6
"10","Thoughtseize",11,72.2
"11","Kor Firewalker",10,71.6
"12","Mystical Dispute",10,71
"13","Kozilek, Butcher of Truth",10,66.2
"14","Ensnaring Bridge",9,66.2
"15","Grafdigger's Cage",9,67.7
"16","Sorcerous Spyglass",9,66.2
"17","Force of Negation",9,72.4
"18","Tormod's Crypt",9,67.2
"19","Surgical Extraction",9,67.2
"20","Liquimetal Coating",8,67.2
"21","Wurmcoil Engine",8,67.2
"22","Engineered Explosives",8,71.7
"23","Fatal Push",8,71.2
"24","Kozilek's Return",8,71.9
"25","Rest in Peace",8,73.7
"26","Burrenton Forge-Tender",8,69
"27","Plague Engineer",7,71.7
"28","Walking Ballista",7,66.7
"29","Kaya's Guile",7,72.5
"30","Anger of the Gods",6,77.3
"31","Tale's End",6,74.4
"32","Vanishing Verse",6,75
"33","Soul-Guide Lantern",6,76.7
"34","Sundering Titan",6,65.9
"35","Dispel",6,71.1
"36","Nihil Spellbomb",6,69.2
"37","Deafening Silence",5,76.9
"38","Leyline of the Void",5,73.8
"39","Nature's Claim",5,71.4
"40","Reclamation Sage",5,70.7
"41","Skysovereign, Consul Flagship",5,70
"42","Spatial Contortion",5,70
"43","Cleansing Wildfire",5,73.5
"44","Yixlid Jailer",5,75
"45","Assassin's Trophy",5,75.7
"46","Dovin's Veto",5,74.2
"47","Kalitas, Traitor of Ghet",5,74.2
"48","Force of Vigor",5,67.6
"49","Ancient Grudge",4,74.3
"50","Blast Zone",4,74.3
