"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Heliod Combo - Eldrazi Tron,Shadow Prowess - Grixis Control - Dredge - Dimir Control,Heliod Combo - Dredge,Heliod Combo - Dredge - Eldrazi Tron,Heliod Combo - Dredge - Eldrazi Tron
"Tiers 1.5",Dredge - Boros Prowess - Esper Control - Dimir Control,Boros Prowess - Esper Control - Niv To Light,Eldrazi Tron - Dimir Control - Boros Prowess - Shadow Prowess - Esper Control - Grixis Control,Boros Prowess - Dimir Control - Esper Control - Shadow Prowess,Boros Prowess - Dimir Control - Esper Control - Shadow Prowess
"Tiers 2",Niv To Light - Green Tron - Shadow Prowess - Grixis Control - Burn - Izzet Prowess - Hammer Time - Humans - Amulet Titan,Heliod Combo - Burn - Izzet Prowess - Eldrazi Tron - Hammer Time - Humans,Niv To Light - Burn - Izzet Prowess,Grixis Control - Niv To Light - Burn - Izzet Prowess - Hammer Time - Humans,Grixis Control - Niv To Light - Burn - Izzet Prowess - Hammer Time - Humans
"Tiers 2.5",,Amulet Titan - Green Tron,Hammer Time - Humans - Green Tron - Amulet Titan,Green Tron - Amulet Titan,Green Tron - Amulet Titan
