"","CardNames","DeckCount","Winrate95Min"
"1","Batterskull",8,69.9
"2","Kitchen Finks",3,68.3
"3","Tormod's Crypt",79,67.9
"4","Kozilek's Return",79,67.7
"5","Relic of Progenitus",109,67.7
"6","Spell Pierce",53,67.4
"7","Fatal Push",26,67.3
"8","Mystical Dispute",73,67.3
"9","Reclamation Sage",29,67.2
"10","Veil of Summer",118,67.2
"11","Dispel",46,67.1
"12","Aether Gust",81,67.1
"13","Flame Slash",29,67
"14","Thoughtseize",46,67
"15","Soul-Guide Lantern",60,67
"16","Lurrus of the Dream-Den",80,67
"17","Engineered Explosives",47,66.9
"18","Liquimetal Coating",62,66.7
"19","Pithing Needle",71,66.6
"20","Cleansing Wildfire",62,66.2
"21","Abrade",65,66.2
"22","Path to Exile",91,66.1
"23","Ensnaring Bridge",59,65.8
"24","Ghost Quarter",10,65.7
"25","Arboreal Grazer",8,65.6
"26","Obosh, the Preypiercer",12,65.6
"27","Yorion, Sky Nomad",18,65.6
"28","Crumble to Dust",25,65.6
"29","Bedlam Reveler",36,65.4
"30","Auriok Champion",38,65.4
"31","Mystic Repeal",10,65.1
"32","Wurmcoil Engine",48,65.1
"33","Anger of the Gods",39,65
"34","Grafdigger's Cage",52,64.8
"35","Madcap Experiment",20,64.7
"36","Platinum Emperion",20,64.7
"37","Damping Sphere",63,64.7
"38","Walking Ballista",46,64.5
"39","Arasta of the Endless Web",3,64.2
"40","Leonin Relic-Warder",9,64.2
"41","Elixir of Immortality",11,64.2
"42","Trinisphere",24,64.2
"43","Skysovereign, Consul Flagship",39,64.2
"44","Cavern of Souls",10,64
"45","Stern Dismissal",14,64
"46","Burrenton Forge-Tender",37,64
"47","Vanishing Verse",18,63.9
"48","Assassin's Trophy",22,63.9
"49","Rest in Peace",33,63.9
"50","Dismember",29,63.8
