"","CardNames","DeckCount","WinrateAverage"
"1","Veil of Summer",118,70.2
"2","Relic of Progenitus",109,70.9
"3","Path to Exile",91,69.6
"4","Aether Gust",81,70.8
"5","Lurrus of the Dream-Den",80,70.7
"6","Kozilek's Return",79,71.4
"7","Tormod's Crypt",79,71.6
"8","Mystical Dispute",73,71.2
"9","Pithing Needle",71,70.6
"10","Abrade",65,70.4
"11","Damping Sphere",63,69
"12","Liquimetal Coating",62,71
"13","Cleansing Wildfire",62,70.5
"14","Soul-Guide Lantern",60,71.3
"15","Ensnaring Bridge",59,70.2
"16","Spell Pierce",53,71.9
"17","Grafdigger's Cage",52,69.6
"18","Wurmcoil Engine",48,70.1
"19","Engineered Explosives",47,71.8
"20","Walking Ballista",46,69.6
"21","Thoughtseize",46,71.9
"22","Dispel",46,72
"23","Skysovereign, Consul Flagship",39,69.8
"24","Anger of the Gods",39,70.5
"25","Auriok Champion",38,70.9
"26","Kor Firewalker",37,68.9
"27","Burrenton Forge-Tender",37,69.7
"28","Bedlam Reveler",36,71
"29","Sorcerous Spyglass",35,69.2
"30","Rest in Peace",33,70
"31","Sundering Titan",33,67.3
"32","Spatial Contortion",31,69.1
"33","Reclamation Sage",29,73.3
"34","Flame Slash",29,73.2
"35","Dismember",29,70.3
"36","Deicide",28,69.9
"37","Fatal Push",26,73.8
"38","Vapor Snag",26,70.4
"39","Celestial Purge",25,67.9
"40","Crumble to Dust",25,72.4
"41","Trinisphere",24,71.2
"42","Nihil Spellbomb",23,69.1
"43","Force of Vigor",23,69.4
"44","Nature's Claim",22,67.6
"45","Timely Reinforcements",22,68.6
"46","Assassin's Trophy",22,71.3
"47","Kaya's Guile",22,70.1
"48","Surgical Extraction",22,67.6
"49","Leyline of Sanctity",20,70.9
"50","Kozilek, Butcher of Truth",20,65.8
