"","SetName","Winrate","Presence"
"1","NPH",NA,0
"2","SHM",NA,0
"3","DRK",NA,0
"4","OGW",NA,0
"5","ALA",NA,0
"6","ZEN",NA,0
"7","AER",NA,0
"8","ELD",NA,0
"9","M15",NA,0
"10","M20",NA,0
"11","WWK",NA,0
"12","ROE",NA,0
"13","LRW",NA,0
"14","THB",NA,0
"15","IKO",NA,0
"16","5DN",NA,0
"17","SOM",NA,0
"18","SOK",NA,0
"19","ZNR",NA,0
"20","HOU",NA,0
"21","CON",NA,0
"22","STH",NA,0
"23","DIS",NA,0
"24","WAR",NA,0
"25","BFZ",NA,0
"26","EMN",NA,0
"27","THS",NA,0
"28","DKA",NA,0
"29","KLD",NA,0
"30","DOM",NA,0
"31","MBS",NA,0
"32","M11",NA,0
"33","DST",NA,0
"34","AVR",NA,0
"35","STX",NA,0
"36","GRN",NA,0
"37","RTR",NA,0
"38","SOI",NA,0
"39","PLC",NA,0
"40","JOU",NA,0
"41","XLN",NA,0
"42","ALL",NA,0
"43","CMD",NA,0
"44","WTH",NA,0
"45","MH1",NA,0
"46","FUT",NA,0
"47","DTK",NA,0
"48","M12",NA,0
"49","MOR",NA,0
"50","BOK",NA,0
"51","M19",NA,0
"52","GPT",NA,0
"53","RNA",NA,0
"54","TSP",NA,0
"55","RAV",NA,0
"56","M21",NA,0
"57","DGM",NA,0
"58","LEA",NA,0
"59","GTC",NA,0
"60","TMP",NA,0
"61","KHM",NA,0
"62","KTK",NA,0
"63","BNG",NA,0
"64","M13",NA,0
"65","ISD",NA,0
"66","ULG",NA,0
"67","FRF",NA,0
"68","MRD",NA,0
"69","ATQ",NA,0
"70","ARB",NA,0
"71","POR",NA,0
"72","ORI",NA,0
"73","M14",NA,0
"74","NEM",NA,0
"75","AKH",NA,0
"76","PLS",NA,0
"77","ICE",NA,0
"78","CHK",NA,0
"79","C14",NA,0
"80","EVE",NA,0
