"","CardNames","DeckCount","Winrate95Min"
"1","Windswept Heath",114,68.7
"2","Mountain",175,68.7
"3","Lightning Bolt",193,68.7
"4","Wooded Foothills",186,68.6
"5","Breeding Pool",73,68.4
"6","Stomping Ground",97,68.4
"7","Bonecrusher Giant",29,68.3
"8","Forest",144,68.3
"9","Opt",80,68
"10","Steam Vents",122,67.9
"11","Mutagenic Growth",68,67.7
"12","Bloodstained Mire",116,67.7
"13","Seasoned Pyromancer",36,67.6
"14","Lava Dart",79,67.6
"15","Wrenn and Six",56,67.5
"16","Soul-Scar Mage",76,67.5
"17","Verdant Catacombs",87,67.5
"18","Monastery Swiftspear",94,67.5
"19","Misty Rainforest",88,67.5
"20","Spirebluff Canal",64,67.4
"21","Klothys, God of Destiny",17,67.2
"22","Pillage",19,67.2
"23","Utopia Sprawl",62,67.1
"24","Mishra's Bauble",72,67.1
"25","Eladamri's Call",6,67
"26","Boros Garrison",19,67
"27","Selesnya Sanctuary",19,67
"28","Slayers' Stronghold",19,67
"29","Sunhome, Fortress of the Legion",19,67
"30","Dryad of the Ilysian Grove",44,67
"31","Valakut, the Molten Pinnacle",44,67
"32","Island",83,67
"33","Ketria Triome",52,66.9
"34","Overgrown Tomb",60,66.9
"35","Temple Garden",78,66.9
"36","Plains",93,66.9
"37","Godless Shrine",37,66.8
"38","Sprite Dragon",50,66.8
"39","Manamorphose",69,66.8
"40","Sacred Foundry",85,66.8
"41","Bring to Light",40,66.7
"42","Stormwing Entity",46,66.7
"43","Arid Mesa",67,66.6
"44","Scalding Tarn",75,66.6
"45","Bojuka Bog",26,66.5
"46","Expressive Iteration",42,66.5
"47","Cavern of Souls",62,66.5
"48","Swamp",74,66.5
"49","Blood Moon",35,66.4
"50","Radiant Fountain",42,66.4
