"","SetName","Winrate","Presence"
"1","ONS",NA,0
"2","LEA",NA,0
"3","DIS",NA,0
"4","GPT",NA,0
"5","ELD",NA,0
"6","INV",NA,0
"7","NPH",NA,0
"8","MH1",NA,0
"9","JUD",NA,0
"10","AKH",NA,0
"11","ZEN",NA,0
"12","KTK",NA,0
"13","KLD",NA,0
"14","THB",NA,0
"15","ALL",NA,0
"16","CSP",NA,0
"17","PLS",NA,0
"18","RAV",NA,0
"19","AVR",NA,0
"20","IKO",NA,0
"21","SHM",NA,0
"22","BFZ",NA,0
"23","M21",NA,0
"24","WWK",NA,0
"25","STX",NA,0
"26","DRK",NA,0
"27","M15",NA,0
"28","WAR",NA,0
"29","KHM",NA,0
"30","ISD",NA,0
"31","AER",NA,0
"32","M20",NA,0
"33","OGW",NA,0
"34","M11",NA,0
"35","FUT",NA,0
"36","FRF",NA,0
"37","TSP",NA,0
"38","ROE",NA,0
"39","CHK",NA,0
"40","LRW",NA,0
"41","ICE",NA,0
"42","STH",NA,0
"43","ZNR",NA,0
"44","SOI",NA,0
"45","ARB",NA,0
"46","RNA",NA,0
"47","TMP",NA,0
"48","WTH",NA,0
"49","NEM",NA,0
"50","RTR",NA,0
"51","M10",NA,0
"52","CON",NA,0
"53","MOR",NA,0
"54","DTK",NA,0
"55","EVE",NA,0
"56","MRD",NA,0
"57","HOU",NA,0
"58","ALA",NA,0
"59","ODY",NA,0
"60","DST",NA,0
"61","ATQ",NA,0
"62","5DN",NA,0
"63","MBS",NA,0
"64","LEG",NA,0
"65","XLN",NA,0
"66","SOM",NA,0
"67","GTC",NA,0
"68","PLC",NA,0
"69","GRN",NA,0
"70","DOM",NA,0
"71","EMN",NA,0
"72","ULG",NA,0
"73","JOU",NA,0
"74","THS",NA,0
"75","ARN",NA,0
"76","POR",NA,0
"77","DKA",NA,0
"78","MIR",NA,0
"79","ORI",NA,0
"80","M14",NA,0
"81","SOK",NA,0
"82","CMD",NA,0
"83","TOR",NA,0
"84","BNG",NA,0
"85","P02",NA,0
"86","M13",NA,0
"87","DGM",NA,0
"88","M12",NA,0
"89","APC",NA,0
"90","M19",NA,0
"91","HML",NA,0
