"","CardNames","DeckCount","WinrateAverage"
"1","Liliana's Triumph",1,90
"2","Burst Lightning",1,90
"3","Chandra's Defeat",1,90
"4","Magma Spray",1,90
"5","Kitchen Finks",3,86.2
"6","Arasta of the Endless Web",3,82.8
"7","Batterskull",8,81.2
"8","Remorseful Cleric",1,80
"9","Shadowspear",1,80
"10","Bitterblossom",1,80
"11","Filigree Familiar",4,79.4
"12","Leyline of Vitality",2,78.9
"13","Ethersworn Canonist",2,78.9
"14","Threads of Disloyalty",4,77.8
"15","Primal Command",1,77.8
"16","Ramunap Excavator",1,77.8
"17","Fracture",1,77.8
"18","Damping Matrix",1,77.8
"19","Assault Strobe",1,77.8
"20","Proclamation of Rebirth",1,77.8
"21","Arboreal Grazer",8,77.1
"22","Magmatic Sinkhole",2,76.5
"23","Prismari Command",2,76.5
"24","Valakut Awakening",2,76.5
"25","Ghost Quarter",10,76.2
"26","Drown in the Loch",5,76.2
"27","Sigarda, Host of Herons",3,76
"28","Spreading Seas",3,76
"29","Dead // Gone",3,76
"30","Ingot Chewer",3,76
"31","Shatter Assumptions",4,75.8
"32","Mystic Repeal",10,75.6
"33","Obosh, the Preypiercer",12,75.5
"34","Leonin Relic-Warder",9,75.3
"35","Golos, Tireless Pilgrim",6,75
"36","Lightning Bolt",4,75
"37","Unearth",2,75
"38","Stony Silence",1,75
"39","Seal of Fire",1,75
"40","Entrancing Melody",1,75
"41","Gurmag Angler",1,75
"42","Golgari Charm",1,75
"43","Caustic Caterpillar",1,75
"44","Fry",1,75
"45","Environmental Sciences",1,75
"46","Overgrown Arch",1,75
"47","Apostle's Blessing",1,75
"48","Postmortem Lunge",1,75
"49","Wild Slash",1,75
"50","Settle the Wreckage",1,75
