"","CardNames","DeckCount","Winrate95Min"
"1","Bloodsoaked Champion",16,62.8
"2","Dread Wanderer",16,62.8
"3","Rankle, Master of Pranks",16,62.8
"4","Scrapheap Scrounger",16,62.8
"5","Spawn of Mayhem",16,62.8
"6","Snow-Covered Swamp",16,62.8
"7","Knight of the Ebon Legion",17,62.7
"8","Murderous Rider",17,62.7
"9","Faceless Haven",19,62.7
"10","Mutavault",18,61.9
"11","Thoughtseize",45,61.9
"12","Fatal Push",59,60.2
"13","Stitcher's Supplier",12,59.2
"14","Village Rites",12,59.2
"15","Mountain",109,59.1
"16","Chart a Course",25,58.9
"17","Dragonskull Summit",19,58.8
"18","Fabled Passage",84,58.8
"19","Arclight Phoenix",24,58.5
"20","Treasure Cruise",24,58.5
"21","Lightning Axe",24,58.5
"22","Heartless Act",31,58.3
"23","Strategic Planning",29,58.1
"24","Young Pyromancer",17,58
"25","Dreadhorde Arcanist",21,57.8
"26","Island",95,57.8
"27","Spikefield Hazard",19,57.5
"28","Blightstep Pathway",22,57.5
"29","Dreadbore",26,57.5
"30","Izzet Charm",22,57.1
"31","Burning-Tree Emissary",18,56.9
"32","Opt",52,56.9
"33","Kroxa, Titan of Death's Hunger",16,56.8
"34","Claim // Fame",16,56.8
"35","Kolaghan's Command",28,56.8
"36","Wild Slash",45,56.8
"37","Thing in the Ice",11,56.7
"38","Blood Crypt",27,56.7
"39","Swamp",54,56.7
"40","Bloodchief's Thirst",21,56.6
"41","Sulfur Falls",40,56.6
"42","Mana Confluence",47,56.6
"43","Crackling Drake",22,56.5
"44","Urborg, Tomb of Yawgmoth",20,56.4
"45","Forest",44,56.4
"46","Elvish Mystic",30,56.3
"47","Llanowar Elves",30,56.3
"48","Castle Locthwain",22,56.2
"49","Riverglide Pathway",32,56.2
"50","Spirebluff Canal",32,56.2
