"","SetCode","NoCopies","Winrate"
"1","ELD",1267,0.629
"2","LEA",1072,0.623
"3","ZNR",860,0.618
"4","IKO",716,0.623
"5","M20",689,0.633
"6","WAR",577,0.605
"7","KLD",567,0.625
"8","THB",546,0.624
"9","KHM",490,0.629
"10","THS",455,0.624
"11","AKH",451,0.593
"12","KTK",442,0.631
"13","AER",414,0.65
"14","M21",396,0.605
"15","ICE",344,0.713
"16","EMN",344,0.629
"17","DTK",320,0.643
"18","GRN",319,0.631
"19","RAV",311,0.619
"20","M10",305,0.622
"21","RTR",294,0.617
"22","GPT",282,0.613
"23","SOI",280,0.631
"24","RNA",263,0.612
"25","DIS",257,0.61
"26","INV",256,0.621
"27","DOM",246,0.603
"28","M19",242,0.638
"29","STX",241,0.629
"30","GTC",227,0.631
"31","LRW",209,0.653
"32","XLN",202,0.618
"33","APC",186,0.598
"34","M14",185,0.659
"35","FRF",173,0.615
"36","HOU",150,0.622
"37","JOU",145,0.621
"38","OGW",133,0.614
"39","MOR",132,0.675
"40","BFZ",128,0.622
"41","ISD",125,0.633
"42","DGM",120,0.611
"43","PTK",116,0.656
"44","MRD",105,0.631
"45","ALA",103,0.629
"46","RIX",77,0.614
"47","TSP",73,0.667
"48","M15",73,0.589
"49","USG",68,0.684
"50","BNG",56,0.602
"51","ORI",39,0.614
"52","CMD",32,0.656
"53","STH",27,0.574
"54","PLC",21,0.654
"55","M13",13,0.597
"56","DST",12,0.679
"57","ZEN",10,0.6
"58","TOR",8,0.625
