"","SetCode","NoCopies","Winrate"
"1","MID",1949,0.728
"2","LEA",1932,0.724
"3","ELD",1798,0.728
"4","NEO",1705,0.731
"5","SNC",1356,0.723
"6","AFR",1315,0.723
"7","KHM",1156,0.722
"8","ZNR",1121,0.721
"9","VOW",1018,0.717
"10","WAR",1012,0.73
"11","KLD",867,0.724
"12","M20",812,0.711
"13","SOI",744,0.721
"14","KTK",732,0.723
"15","AER",626,0.724
"16","THS",622,0.723
"17","RTR",621,0.724
"18","DIS",615,0.718
"19","GRN",527,0.716
"20","IKO",480,0.723
"21","AKH",473,0.738
"22","LRW",458,0.726
"23","THB",447,0.726
"24","DOM",424,0.734
"25","STX",419,0.722
"26","XLN",379,0.726
"27","DTK",375,0.732
"28","INV",362,0.731
"29","RAV",361,0.714
"30","GPT",360,0.728
"31","OGW",352,0.726
"32","M14",336,0.725
"33","ICE",299,0.701
"34","EMN",281,0.701
"35","M19",256,0.707
"36","RIX",255,0.729
"37","HOU",235,0.726
"38","M21",235,0.722
"39","ORI",233,0.731
"40","M10",216,0.704
"41","ZEN",184,0.722
"42","RNA",171,0.721
"43","GTC",162,0.73
"44","TSP",161,0.723
"45","JOU",161,0.733
"46","USG",159,0.739
"47","FRF",143,0.719
"48","APC",135,0.725
"49","DGM",129,0.755
"50","DKA",126,0.722
"51","MOR",105,0.721
"52","PLC",89,0.722
"53","MRD",63,0.767
"54","BNG",55,0.745
"55","BFZ",42,0.677
"56","PTK",41,0.736
"57","ISD",36,0.664
"58","M15",33,0.731
"59","DST",22,0.714
"60","M13",15,0.75
"61","M12",12,0.778
"62","FUT",12,0.739
"63","CMD",8,0.722
"64","SOM",6,0.727
"65","ALA",5,0.707
"66","ROE",4,0.571
