"","Artist","NoCopies","Winrate"
"1","Rob Alexander",1334,0.72
"2","Johannes Voss",962,0.729
"3","Jonas De Ro",840,0.724
"4","Eric Deschamps",756,0.725
"5","Adam Paquette",690,0.729
"6","John Stanko",618,0.729
"7","Victor Adame Minguez",587,0.73
"8","Svetlin Velinov",580,0.729
"9","Lucas Graciano",568,0.732
"10","Magali Villeneuve",530,0.731
"11","Wesley Burt",516,0.72
"12","Douglas Shuler",502,0.728
"13","Chris Rallis",484,0.732
"14","Christopher Rush",478,0.715
"15","Aleksi Briclot",472,0.723
"16","Chris Seaman",440,0.73
"17","Joseph Meehan",413,0.727
"18","Anson Maddocks",409,0.717
"19","Kieran Yanner",402,0.712
"20","Ravenna Tran",392,0.728
"21","Ekaterina Burmak",386,0.724
"22","Jesper Myrfors",381,0.729
"23","Tomasz Jedruszek",368,0.719
"24","Dan Scott",353,0.722
"25","Slawomir Maniak",349,0.724
"26","Cynthia Sheppard",347,0.721
"27","Daarken",335,0.725
"28","Sam Burley",320,0.725
"29","Wayne Reynolds",309,0.715
"30","Zezhou Chen",287,0.713
"31","Vincent Proce",272,0.718
"32","John Avon",271,0.726
"33","Steve Argyle",269,0.732
"34","Mark Poole",264,0.717
"35","Wylie Beckert",262,0.722
"36","Yeong-Hao Han",258,0.732
"37","John Howe",248,0.726
"38","Titus Lunter",245,0.709
"39","Mila Pesic",238,0.736
"40","Jung Park",232,0.729
"41","Piotr Dura",218,0.735
"42","Izzy",216,0.732
"43","Irina Nordsol",215,0.731
"44","Dmitry Burmak",210,0.749
"45","Igor Kieryluk",208,0.708
"46","Alayna Danner",207,0.717
"47","Franz Vohwinkel",205,0.717
"48","Dan Frazier",201,0.727
"49","Lucas Staniec",194,0.737
"50","Volkan Baǵa",182,0.736
"51","Randy Vargas",175,0.736
"52","Jesper Ejsing",171,0.722
"53","Chase Stone",165,0.712
"54","Lawrence Snelly",159,0.739
"55","Johann Bodin",158,0.726
"56","Wisnu Tan",157,0.727
"57","Jaime Jones",156,0.708
"58","Milivoj Ćeran",151,0.749
"59","Seb McKinnon",149,0.725
"60","Anna Steinbauer",147,0.726
"61","Todd Lockwood",146,0.713
"62","Manuel Castañón",141,0.708
