"","CardNames","DeckCount","WinrateAverage"
"1","Animation Module",1,100
"2","Phyrexia's Core",1,100
"3","Power Depot",1,100
"4","Tithe Taker",1,100
"5","Spire of Industry",2,88.9
"6","Arcbound Ravager",3,88.2
"7","Arcbound Worker",3,88.2
"8","Hangarback Walker",3,88.2
"9","Zabaz, the Glimmerwasp",3,88.2
"10","The Ozolith",3,88.2
"11","Throne of Geth",3,88.2
"12","Hardened Scales",3,88.2
"13","Cragcrown Pathway",3,88.2
"14","Llanowar Reborn",3,88.2
"15","Rest in Peace",5,87.5
"16","Bojuka Bog",4,87.5
"17","Spitebellows",2,87.5
"18","Vesperlark",2,87.5
"19","Thunderkin Awakener",3,85
"20","Grove of the Burnwillows",2,84.6
"21","Prosperous Innkeeper",2,84.6
"22","Geralf's Messenger",3,82.6
"23","Hapatra, Vizier of Poisons",3,82.6
"24","Strangleroot Geist",3,82.6
"25","Wall of Roots",3,82.6
"26","Yawgmoth, Thran Physician",3,82.6
"27","Young Wolf",3,82.6
"28","Zulaport Cutthroat",3,82.6
"29","Eldritch Evolution",3,82.6
"30","Chord of Calling",3,82.6
"31","Tangled Florahedron",3,82.6
"32","Night's Whisper",2,81.8
"33","Twilight Mire",4,81.5
"34","Darkbore Pathway",3,81
"35","Flayer Husk",1,80
"36","Essence Warden",1,80
"37","Reclamation Sage",1,80
"38","Grim Lavamancer",1,80
"39","Strike It Rich",1,80
"40","Blooming Marsh",6,79.5
"41","Basilisk Collar",4,78.8
"42","Omnath, Locus of the Roil",4,78.8
"43","Khalni Garden",8,78.6
"44","Soul-Guide Lantern",9,78.5
"45","Nahiri, the Harbinger",6,78.4
"46","Priest of Fell Rites",5,78.1
"47","Collective Brutality",5,78.1
"48","Unburial Rites",5,78.1
"49","Unmarked Grave",5,78.1
"50","Archon of Cruelty",6,77.8
