"","CardNames","DeckCount","Winrate95Min"
"1","Force of Vigor",150,71
"2","Mystical Dispute",178,70.9
"3","Seal of Cleansing",66,70.8
"4","Pithing Needle",93,70.8
"5","Chalice of the Void",162,70.5
"6","Endurance",120,70.3
"7","Lurrus of the Dream-Den",159,69.9
"8","Blood Moon",89,69.6
"9","Flusterstorm",84,69.5
"10","Foundation Breaker",73,69.4
"11","Prismatic Ending",95,69.4
"12","Path to Exile",88,69.2
"13","Sanctifier en-Vec",110,69.1
"14","Engineered Explosives",196,69.1
"15","Alpine Moon",114,69
"16","Kaheera, the Orphanguard",29,68.9
"17","Tormod's Crypt",66,68.9
"18","Anger of the Gods",36,68.5
"19","Relic of Progenitus",44,68.3
"20","Aether Gust",96,68.3
"21","Soul-Guide Lantern",72,67.9
"22","Void Mirror",66,67.8
"23","Subtlety",64,67.7
"24","Fury",22,67.6
"25","Nihil Spellbomb",67,67.5
"26","Fragmentize",25,67.4
"27","Veil of Summer",69,67.2
"28","Abrade",65,67.1
"29","Force of Negation",78,67
"30","Torpor Orb",24,66.9
"31","Unmoored Ego",10,66.8
"32","Drannith Magistrate",50,66.5
"33","Kozilek's Return",57,66.5
"34","Kaya's Guile",18,66.3
"35","Teferi, Time Raveler",24,66
"36","Wear // Tear",52,65.9
"37","Counterspell",13,65.7
"38","Crumble to Dust",10,65.6
"39","Manriki-Gusari",42,65.6
"40","Dismember",26,65.2
"41","Ancient Grudge",23,65.1
"42","Liquimetal Coating",23,65.1
"43","Rest in Peace",31,65.1
"44","Spell Pierce",41,65.1
"45","Nature's Claim",11,64.9
"46","Brazen Borrower",36,64.9
"47","Kozilek, Butcher of Truth",29,64.8
"48","Shattering Spree",42,64.8
"49","Ensnaring Bridge",26,64.6
"50","Fracturing Gust",21,64.4
