"","CardNames","DeckCount","Winrate95Min"
"1","Fury",49,71.6
"2","Forest",159,71.1
"3","Rest in Peace",5,71
"4","Crashing Footfalls",33,70.8
"5","Fire // Ice",50,70.6
"6","Silent Clearing",76,70.6
"7","Urza's Saga",112,70.6
"8","Stomping Ground",149,70.5
"9","Bonecrusher Giant",36,70.4
"10","Ketria Triome",74,70.4
"11","Steam Vents",244,70.4
"12","Inkmoth Nexus",77,70.3
"13","Breeding Pool",137,70.3
"14","Mountain",161,70.3
"15","Omnath, Locus of Creation",57,70.1
"16","Gemstone Caverns",38,70
"17","Ornithopter",73,70
"18","Memnite",71,70
"19","Puresteel Paladin",71,70
"20","Colossus Hammer",71,70
"21","Sigarda's Aid",71,70
"22","Flooded Strand",146,69.9
"23","Wooded Foothills",155,69.9
"24","Island",216,69.9
"25","Raugrin Triome",80,69.8
"26","Springleaf Drum",79,69.8
"27","Shadowspear",94,69.8
"28","Plains",143,69.8
"29","Misty Rainforest",182,69.8
"30","Sacred Foundry",109,69.6
"31","Scalding Tarn",228,69.6
"32","Violent Outburst",65,69.5
"33","Teferi, Time Raveler",93,69.5
"34","Esper Sentinel",70,69.4
"35","Shardless Agent",66,69.3
"36","Prismatic Ending",114,69.3
"37","Stoneforge Mystic",95,69.2
"38","Lightning Bolt",196,69.2
"39","Ingenious Smith",29,69.1
"40","Sunbaked Canyon",59,69.1
"41","Wrenn and Six",83,69.1
"42","Mishra's Bauble",164,69.1
"43","Prismari Command",33,69
"44","Risen Reef",29,68.9
"45","Steelshaper's Gift",61,68.9
"46","Brazen Borrower",83,68.9
"47","Force of Negation",79,68.9
"48","Flamekin Harbinger",28,68.8
"49","Urborg, Tomb of Yawgmoth",17,68.7
"50","Windswept Heath",89,68.7
