"","Artist","NoCopies","Winrate"
"1","Rob Alexander",2828,0.723
"2","Christopher Rush",1423,0.727
"3","Anastasia Ovchinnikova",1030,0.727
"4","Mark Poole",861,0.718
"5","John Stanko",741,0.725
"6","Chippy",723,0.72
"7","Philip Straub",710,0.72
"8","Eric Deschamps",697,0.722
"9","Ron Spears",560,0.722
"10","Mark Zug",537,0.716
"11","Martina Fackova",532,0.714
"12","Shelly Wan",525,0.724
"13","Jesper Myrfors",521,0.728
"14","Adam Paquette",521,0.722
"15","Simon Dominic",508,0.715
"16","Svetlin Velinov",479,0.727
"17","Jason Chan",466,0.729
"18","Tomasz Jedruszek",462,0.716
"19","Titus Lunter",457,0.738
"20","Cyril Van Der Haegen",455,0.721
"21","Yeong-Hao Han",432,0.736
"22","Kari Christensen",419,0.709
"23","Randy Vargas",414,0.736
"24","Paul Scott Canavan",397,0.719
"25","Howard Lyon",395,0.728
"26","Mike Bierek",383,0.73
"27","Ekaterina Burmak",379,0.732
"28","Aleksi Briclot",375,0.715
"29","Jonas De Ro",374,0.722
"30","Izzy",371,0.725
"31","Chris Rallis",368,0.729
"32","Seb McKinnon",360,0.729
"33","Alayna Danner",353,0.717
"34","Jung Park",352,0.739
"35","Franz Vohwinkel",346,0.714
"36","Anthony S. Waters",345,0.724
"37","Michael C. Hayes",338,0.721
"38","Chase Stone",326,0.724
"39","Ryan Pancoast",315,0.73
"40","Dmitry Burmak",300,0.739
"41","Raymond Swanland",297,0.715
"42","Cliff Childs",291,0.729
"43","Amy Weber",284,0.741
"44","Lucas Graciano",277,0.716
"45","Daarken",275,0.727
"46","Pete Venters",271,0.721
"47","Tom Wänerstrand",271,0.724
"48","John Avon",270,0.733
"49","Dave Kendall",268,0.718
"50","Raoul Vitale",264,0.758
"51","Vance Kovacs",260,0.71
"52","Richard Whitters",259,0.738
"53","Todd Lockwood",258,0.73
"54","Douglas Shuler",254,0.726
"55","Chris Rahn",248,0.746
"56","David Rapoza",245,0.711
"57","Greg Hildebrandt",234,0.72
"58","Christine Choi",233,0.701
"59","Terese Nielsen",232,0.726
"60","Volkan Baǵa",227,0.723
"61","Christopher Moeller",226,0.736
"62","Vincent Proce",216,0.716
"63","Mark Tedin",216,0.717
"64","Ben Thompson",200,0.716
"65","James Paick",200,0.721
"66","Evan Shipard",196,0.729
"67","David Martin",190,0.744
"68","Bastien L. Deharme",190,0.726
"69","Kieran Yanner",189,0.722
"70","Sam Burley",187,0.735
"71","Johannes Voss",174,0.738
"72","Nicholas Gregory",171,0.695
"73","Erica Yang",169,0.727
"74","Jason Felix",164,0.74
"75","Michael Komarck",161,0.72
"76","Jason Rainville",159,0.743
"77","Victor Adame Minguez",158,0.757
"78","Dan Scott",153,0.753
"79","Anson Maddocks",153,0.708
"80","Warren Mahy",153,0.693
"81","Richard Wright",150,0.715
"82","Wayne England",149,0.711
"83","Greg Staples",148,0.692
"84","Steve Argyle",146,0.687
"85","Matt Stewart",141,0.689
"86","Lake Hurwitz",139,0.711
"87","Martina Pilcerova",134,0.742
"88","Dan Frazier",133,0.71
"89","Craig J Spearing",133,0.692
"90","Kev Walker",129,0.698
"91","Adam Rex",122,0.732
"92","Johan Grenier",119,0.745
"93","Lius Lasahido",116,0.715
"94","DiTerlizzi",113,0.719
"95","Winona Nelson",112,0.706
"96","Scott Murphy",110,0.743
"97","Sidharth Chaturvedi",109,0.719
"98","rk post",105,0.698
"99","Jean-Sébastien Rossbach",105,0.728
"100","Daniel Ljunggren",104,0.72
"101","Wisnu Tan",104,0.727
"102","Justin Murray",103,0.703
"103","Steve Prescott",98,0.729
"104","Noah Bradley",98,0.74
"105","Cynthia Sheppard",86,0.713
"106","Jim Nelson",85,0.707
"107","Donato Giancola",84,0.69
"108","Nicholas Elias",82,0.753
"109","Michael Sutfin",82,0.699
"110","Yongjae Choi",80,0.754
"111","Alexander Forssberg",79,0.73
"112","Steven Belledin",78,0.7
"113","Deruchenko Alexander",76,0.728
"114","Darrell Riche",73,0.721
"115","Dimitar Marinski",68,0.689
"116","Heather Hudson",67,0.73
"117","Johann Bodin",67,0.714
"118","Jeff Miracola",64,0.703
"119","Filip Burburan",61,0.689
"120","Jesper Ejsing",60,0.667
"121","Scott M. Fischer",56,0.719
"122","Nils Hamm",52,0.742
"123","Luca Zontini",51,0.703
"124","Alex Horley-Orlandelli",50,0.713
"125","Joe Slucher",48,0.719
"126","Zoltan Boros",48,0.652
"127","Tomas Giorello",47,0.732
"128","Zoltan Boros & Gabor Szikszai",47,0.709
"129","Magali Villeneuve",43,0.735
"130","Campbell White",42,0.688
"131","Rebecca Guay",40,0.668
"132","Charles Urbach",39,0.717
"133","Caio Monteiro",39,0.743
"134","Uriah Voth",37,0.703
"135","Fred Fields",36,0.726
"136","Chris Ostrowski",36,0.723
"137","Heonhwa Choe",36,0.677
"138","Randy Gallegos",36,0.736
"139","Mark A. Nelson",35,0.745
"140","Mark Brill",34,0.727
"141","Jana Schirmer & Johannes Voss",34,0.738
"142","Grzegorz Rutkowski",34,0.7
"143","Pat Morrissey",34,0.695
"144","Mitsuaki Sagiri",34,0.68
"145","James Ryman",33,0.689
"146","Lie Setiawan",33,0.692
"147","Phil Foglio",32,0.699
"148","John Howe",32,0.672
"149","Eric Fortune",30,0.738
"150","Caroline Gariba",30,0.696
"151","Matt Thompson",29,0.644
"152","Sarah Finnigan",28,0.726
"153","Drew Tucker",28,0.709
"154","Ilse Gort",28,0.709
"155","Jaime Jones",28,0.738
"156","Dominick Domingo",27,0.706
"157","Brian Snõddy",27,0.695
"158","Brom",26,0.717
"159","Milivoj Ćeran",26,0.756
"160","Karl Kopinski",25,0.737
"161","Mark Winters",24,0.85
"162","Wayne Reynolds",24,0.663
"163","Livia Prima",24,0.667
"164","Jeremy Enecio",23,0.717
"165","Khang Le",22,0.733
"166","Tommy Arnold",22,0.75
"167","Thomas M. Baxa",22,0.689
"168","Marta Nael",22,0.709
"169","Richard Kane Ferguson",22,0.721
"170","Jim Murray",22,0.718
"171","John Matson",21,0.731
"172","Sam Wood",21,0.694
"173","G-host Lee",20,0.687
"174","Piotr Dura",20,0.708
"175","Andrew Mar",19,0.745
"176","Igor Kieryluk",19,0.706
"177","Willian Murai",19,0.636
"178","Carl Critchlow",18,0.814
"179","Jokubas Uogintas",18,0.737
"180","Don Hazeltine",18,0.667
"181","Ryan Yee",18,0.71
"182","Pauline Voss",17,0.781
"183","Lars Grant-West",17,0.702
"184","Austin Hsu",16,0.726
"185","Josu Hernaiz",15,0.759
"186","Omar Rayyan",15,0.675
"187","Cristi Balanescu",14,0.771
"188","Edward P. Beard, Jr.",13,0.739
"189","Iain McCaig",13,0.722
"190","Andreas Rocha",12,0.882
"191","Zack Stella",12,0.725
"192","Tony Szczudlo",12,0.688
"193","Daniel Gelon",12,0.565
"194","Mark Romanoski",12,0.565
"195","Doug Chaffee",12,0.66
"196","Mathias Kollros",12,0.72
"197","Bayard Wu",11,0.762
"198","Jakub Kasper",11,0.639
"199","Jeremy Jarvis",11,0.646
"200","Iris Compiet",11,0.607
"201","Dave Allsop",9,0.765
"202","Michael Bruinsma",9,0.682
"203","Ron Spencer",9,0.74
"204","Aaron Miller",9,0.812
"205","Wesley Burt",9,0.632
"206","Bryon Wackwitz",8,0.76
"207","Peter Mohrbacher",8,0.708
"208","David Hudnut",8,0.846
"209","Allen Williams",8,0.769
"210","Scott Hampton",8,0.769
"211","Dave Dorman",8,0.73
"212","Una Fricker",8,0.667
"213","Stephen Tappin",8,0.7
"214","E. M. Gist",8,0.6
"215","Matt Cavotta",8,0.625
"216","Suzanne Helmigh",7,0.667
"217","Lucas Staniec",7,0.7
"218","Kimonas Theodossiou",7,0.583
"219","Gabor Szikszai",6,0.72
"220","Anthony Francisco",6,0.706
"221","Min Yum",6,0.652
"222","Hideaki Takamura",5,0.679
"223","Joseph Meehan",5,0.688
"224","Mike Dringenberg",5,0.76
"225","Greg Hildebrandt & Tim Hildebrandt",5,0.667
"226","Marc Simonetti",5,0.75
"227","Jama Jurabaev",4,0.719
"228","Dany Orizio",4,0.75
"229","James Wong",4,0.769
"230","Anna Podedworna",4,0.76
"231","Ralph Horsley",4,0.75
"232","Lindsey Look",4,0.75
"233","Melissa A. Benson",4,0.625
"234","Anthony Palumbo",4,0.75
"235","Forrest Imel",4,0.75
"236","Janine Johnston",4,0.75
"237","Tyler Jacobson",3,0.826
"238","Eytan Zana",3,0.765
"239","Harold McNeill",3,0.778
"240","Jason A. Engle",3,0.615
"241","Ravenna Tran",3,0.75
"242","Bud Cook",3,0.75
"243","Hugh Jamieson",3,0.571
"244","Alan Pollack",3,0.571
"245","Larry MacDougall",2,0.875
"246","Sandra Everingham",2,0.667
"247","Quinton Hoover",2,0.75
"248","Florian de Gesincourt",2,0.75
"249","Mark Behm",2,0.636
"250","Goran Josic",2,0.6
"251","Sung Choi",1,0.75
"252","Even Amundsen",1,0.625
"253","Clint Cearley",1,0.571
"254","Chris Seaman",1,0.571
