"","CardNames","DeckCount","WinrateAverage"
"1","Engineered Explosives",196,71.6
"2","Mystical Dispute",178,73.4
"3","Chalice of the Void",162,73.2
"4","Lurrus of the Dream-Den",159,72.6
"5","Force of Vigor",150,73.8
"6","Endurance",120,73.5
"7","Alpine Moon",114,72.2
"8","Sanctifier en-Vec",110,72.5
"9","Aether Gust",96,71.8
"10","Prismatic Ending",95,73
"11","Pithing Needle",93,74.4
"12","Blood Moon",89,73.2
"13","Path to Exile",88,72.8
"14","Flusterstorm",84,73.2
"15","Force of Negation",78,71.1
"16","Foundation Breaker",73,73.5
"17","Soul-Guide Lantern",72,71.9
"18","Veil of Summer",69,71.4
"19","Nihil Spellbomb",67,71.8
"20","Seal of Cleansing",66,74.9
"21","Tormod's Crypt",66,73.2
"22","Void Mirror",66,72
"23","Abrade",65,71.4
"24","Subtlety",64,72.1
"25","Kozilek's Return",57,71
"26","Wear // Tear",52,70.8
"27","Drannith Magistrate",50,71.6
"28","Relic of Progenitus",44,73.8
"29","Shattering Spree",42,70.2
"30","Manriki-Gusari",42,71.1
"31","Spell Pierce",41,70.6
"32","Anger of the Gods",36,74.2
"33","Brazen Borrower",36,70.7
"34","Emrakul, the Aeons Torn",36,70.2
"35","Thoughtseize",31,70
"36","Rest in Peace",31,71.8
"37","Kozilek, Butcher of Truth",29,71.6
"38","Kaheera, the Orphanguard",29,75.7
"39","Ensnaring Bridge",26,71.7
"40","Dismember",26,72.3
"41","Fragmentize",25,74.4
"42","Teferi, Time Raveler",24,73.5
"43","Torpor Orb",24,74.3
"44","Pyrite Spellbomb",23,69.7
"45","Ancient Grudge",23,73.1
"46","Liquimetal Coating",23,72.6
"47","Fury",22,75.3
"48","Fracturing Gust",21,72.5
"49","Leyline of the Void",20,72
"50","Gaea's Blessing",20,69.1
