"","CardNames","DeckCount","WinrateAverage"
"1","Steam Vents",244,72.6
"2","Scalding Tarn",228,71.9
"3","Island",216,72.2
"4","Lightning Bolt",196,71.7
"5","Misty Rainforest",182,72.4
"6","Mishra's Bauble",164,71.8
"7","Mountain",161,73
"8","Forest",159,73.8
"9","Wooded Foothills",155,72.7
"10","Stomping Ground",149,73.3
"11","Flooded Strand",146,72.8
"12","Plains",143,72.7
"13","Breeding Pool",137,73.2
"14","Dragon's Rage Channeler",133,71.4
"15","Ragavan, Nimble Pilferer",131,71.5
"16","Unholy Heat",130,71.3
"17","Spirebluff Canal",125,71.5
"18","Prismatic Ending",114,72.5
"19","Expressive Iteration",113,71.6
"20","Urza's Saga",112,73.9
"21","Bloodstained Mire",112,71.5
"22","Sacred Foundry",109,72.9
"23","Polluted Delta",98,71.5
"24","Stoneforge Mystic",95,72.8
"25","Swamp",95,71
"26","Shadowspear",94,73.4
"27","Teferi, Time Raveler",93,73.2
"28","Blood Crypt",92,71.3
"29","Windswept Heath",89,72.5
"30","Snapcaster Mage",87,72
"31","Counterspell",86,70.9
"32","Brazen Borrower",83,72.7
"33","Wrenn and Six",83,72.9
"34","Raugrin Triome",80,73.7
"35","Force of Negation",79,72.7
"36","Springleaf Drum",79,73.7
"37","Inquisition of Kozilek",79,71.8
"38","Inkmoth Nexus",77,74.2
"39","Silent Clearing",76,74.5
"40","Temple Garden",76,71.9
"41","Fiery Islet",75,71.6
"42","Thoughtseize",75,71.2
"43","Ketria Triome",74,74.3
"44","Ornithopter",73,74.1
"45","Arid Mesa",73,71.5
"46","Memnite",71,74.1
"47","Puresteel Paladin",71,74.1
"48","Colossus Hammer",71,74.1
"49","Sigarda's Aid",71,74.1
"50","Esper Sentinel",70,73.5
