"","SetCode","NoCopies","Winrate"
"1","MH2",968,0.722
"2","LEA",502,0.718
"3","MH1",466,0.712
"4","ZEN",411,0.711
"5","ONS",293,0.724
"6","WWK",180,0.691
"7","LRW",177,0.737
"8","WAR",168,0.707
"9","ELD",154,0.706
"10","RAV",150,0.715
"11","IKO",139,0.717
"12","KLD",138,0.714
"13","DIS",133,0.737
"14","GPT",124,0.728
"15","MRD",123,0.714
"16","ZNR",121,0.703
"17","M20",119,0.712
"18","ATQ",116,0.695
"19","NPH",115,0.722
"20","SOM",112,0.713
"21","5DN",110,0.714
"22","SHM",109,0.707
"23","RTR",107,0.715
"24","KTK",91,0.702
"25","OGW",91,0.703
"26","FUT",87,0.703
"27","TSP",85,0.701
"28","EMN",82,0.686
"29","GTC",80,0.7
"30","ROE",74,0.713
"31","CSP",73,0.747
"32","ARB",72,0.733
"33","CON",72,0.702
"34","CHK",67,0.686
"35","STX",65,0.685
"36","DKA",63,0.695
"37","AVR",62,0.718
"38","THB",61,0.708
"39","ICE",61,0.725
"40","M19",56,0.74
"41","MBS",55,0.693
"42","AFR",52,0.724
"43","JOU",50,0.692
"44","RNA",50,0.689
"45","AER",41,0.703
"46","PC2",40,0.723
"47","CMD",36,0.709
"48","DRK",36,0.693
"49","HOU",34,0.716
"50","M21",32,0.699
"51","ALA",32,0.694
"52","APC",31,0.7
"53","SOK",30,0.705
"54","M11",29,0.69
"55","ISD",28,0.688
"56","DOM",26,0.685
"57","XLN",24,0.68
"58","DST",24,0.66
"59","M10",23,0.716
"60","AKH",22,0.746
"61","INV",20,0.697
"62","DGM",20,0.694
"63","PLC",19,0.731
"64","SOI",19,0.652
"65","DTK",15,0.729
"66","PLS",15,0.754
"67","NEM",15,0.662
"68","MOR",14,0.657
"69","MIR",13,0.688
"70","EVE",10,0.72
"71","GRN",9,0.667
"72","BFZ",8,0.719
"73","M13",6,0.72
"74","ORI",6,0.714
"75","ULG",6,0.619
"76","STH",5,0.65
"77","TMP",5,0.706
"78","FRF",4,0.696
"79","M12",4,0.625
"80","ALL",4,0.714
"81","JUD",4,0.714
"82","M15",3,0.708
"83","WTH",3,0.708
"84","PTK",3,0.667
"85","KHM",2,0.667
"86","LEG",1,0.714
"87","ARN",1,0.571
