"","CardNames","DeckCount","Winrate95Min"
"1","Engineered Explosives",32,68.7
"2","Alpine Moon",22,67.7
"3","Thoughtseize",11,66.7
"4","Endurance",26,66.3
"5","Chalice of the Void",19,66
"6","Torpor Orb",13,65.8
"7","Kaheera, the Orphanguard",19,65.7
"8","Lurrus of the Dream-Den",31,65.7
"9","Void Mirror",15,65
"10","Force of Vigor",21,64.8
"11","Force of Negation",21,64.5
"12","Foundation Breaker",10,64.4
"13","Pithing Needle",20,64
"14","Mystical Dispute",26,63.6
"15","Rest in Peace",23,63.1
"16","Flusterstorm",16,62.4
"17","Terminate",5,62.2
"18","Sanctifier en-Vec",18,62
"19","Blood Moon",12,61.8
"20","Path to Exile",19,61.7
"21","Spreading Seas",8,61.5
"22","Nihil Spellbomb",6,61.1
"23","Soul-Guide Lantern",11,60.6
"24","Roiling Vortex",11,60.6
"25","Prismatic Ending",11,60.6
"26","Dress Down",5,60.5
"27","Deflecting Palm",10,60.1
"28","Smash to Smithereens",12,60
"29","Teferi, Time Raveler",7,59.7
"30","Subtlety",7,59.1
"31","Dovin's Veto",12,59.1
"32","Faerie Macabre",5,58.8
"33","Leyline of the Void",6,58.2
"34","Relic of Progenitus",11,58
"35","Sunset Revelry",6,57.5
"36","Drannith Magistrate",7,57.3
"37","Jace, the Mind Sculptor",5,57.2
"38","Celestial Purge",7,56.9
"39","Fatal Push",3,56.4
"40","Veil of Summer",8,56.3
"41","Emrakul, the Aeons Torn",8,56.1
"42","Kor Firewalker",7,56.1
"43","Obsidian Charmaw",4,55.6
"44","Hushbringer",3,55.1
"45","Wear // Tear",6,55.1
"46","Klothys, God of Destiny",4,54.5
"47","Abrupt Decay",2,54.4
"48","Ingot Chewer",4,53.3
"49","Obstinate Baloth",4,53.3
"50","Abrade",4,53.3
