"","CardNames","DeckCount","WinrateAverage"
"1","Engineered Explosives",32,74.3
"2","Lurrus of the Dream-Den",31,71.7
"3","Endurance",26,72.8
"4","Mystical Dispute",26,70.4
"5","Rest in Peace",23,70.4
"6","Alpine Moon",22,74.6
"7","Force of Vigor",21,72.1
"8","Force of Negation",21,71.8
"9","Pithing Needle",20,71.4
"10","Kaheera, the Orphanguard",19,73.5
"11","Chalice of the Void",19,73.6
"12","Path to Exile",19,69.8
"13","Sanctifier en-Vec",18,70.1
"14","Flusterstorm",16,71.1
"15","Void Mirror",15,73.6
"16","Torpor Orb",13,74.8
"17","Blood Moon",12,71.7
"18","Dovin's Veto",12,69.6
"19","Smash to Smithereens",12,70.1
"20","Soul-Guide Lantern",11,71.1
"21","Roiling Vortex",11,71.1
"22","Thoughtseize",11,76.2
"23","Prismatic Ending",11,71.1
"24","Relic of Progenitus",11,68.5
"25","Foundation Breaker",10,75
"26","Deflecting Palm",10,71.1
"27","Spreading Seas",8,73.8
"28","Emrakul, the Aeons Torn",8,69.5
"29","Veil of Summer",8,69.4
"30","Subtlety",7,72.4
"31","Teferi, Time Raveler",7,72.9
"32","Celestial Purge",7,71.2
"33","Drannith Magistrate",7,70.7
"34","Seal of Cleansing",7,66.7
"35","Kor Firewalker",7,69.5
"36","Sunset Revelry",6,72
"37","Wear // Tear",6,70.2
"38","Leyline of the Void",6,72.9
"39","Nihil Spellbomb",6,75.5
"40","Tormod's Crypt",6,63.8
"41","Faerie Macabre",5,74.4
"42","Dress Down",5,76.2
"43","Jace, the Mind Sculptor",5,72.7
"44","Nature's Claim",5,64.9
"45","Terminate",5,77.3
"46","Manriki-Gusari",5,67.6
"47","Supreme Verdict",5,68.4
"48","Ingot Chewer",4,71.9
"49","Damping Sphere",4,65.6
"50","Solitude",4,69
