"","CardNames","DeckCount","WinrateAverage"
"1","Great Furnace",90,64.5
"2","Experimental Synthesizer",79,64.7
"3","Galvanic Blast",75,64.1
"4","Swamp",70,63.8
"5","Chromatic Star",68,64.8
"6","Deadly Dispute",67,64.8
"7","Makeshift Munitions",66,63.8
"8","Vault of Whispers",66,64.6
"9","Ichor Wellspring",60,64
"10","Mountain",55,65.3
"11","Drossforge Bridge",54,63.8
"12","Lightning Bolt",53,63.9
"13","Myr Enforcer",49,63.7
"14","Blood Fountain",49,63.7
"15","Frogmite",48,63.5
"16","Disciple of the Vault",47,63.7
"17","Gurmag Angler",47,62.1
"18","Counterspell",43,61.8
"19","Plains",42,66.1
"20","Ash Barrens",40,62.5
"21","Faerie Seer",40,61.1
"22","Ninja of the Deep Hours",40,61.1
"23","Spellstutter Sprite",40,61.1
"24","Krark-Clan Shaman",39,64.6
"25","Reckoner's Bargain",39,64.2
"26","Darksteel Citadel",35,63
"27","Mistvault Bridge",35,64
"28","Preordain",33,61
"29","Silverbluff Bridge",33,64.6
"30","Snow-Covered Island",33,60.1
"31","Thraben Inspector",31,65.7
"32","Boros Garrison",28,67
"33","Moon-Circuit Hacker",27,60.3
"34","Forest",24,65.3
"35","Suffocating Fumes",23,62.3
"36","Cast Down",23,62.7
"37","Seeker of the Way",22,65.1
"38","Rustvale Bridge",22,64.9
"39","Thorn of the Black Rose",22,62.6
"40","Augur of Bolas",22,59
"41","Brainstorm",22,59
"42","Wind-Scarred Crag",21,65.3
"43","Night's Whisper",21,67.4
"44","Kor Skyfisher",21,64
"45","Island",20,63.8
"46","Snuff Out",20,62.4
"47","Glint Hawk",20,64.4
"48","Ancient Den",20,64.4
"49","Electrickery",19,65.6
"50","Journey to Nowhere",19,66.4
