"","SetCode","NoCopies","Winrate"
"1","LEA",1972,0.643
"2","MRD",1419,0.643
"3","ICE",908,0.622
"4","MH2",580,0.642
"5","NEO",536,0.64
"6","SOM",493,0.648
"7","MH1",386,0.633
"8","TSP",362,0.643
"9","USG",308,0.634
"10","VOW",307,0.645
"11","AFR",296,0.64
"12","MBS",287,0.629
"13","XLN",270,0.636
"14","LRW",262,0.622
"15","DST",235,0.63
"16","MMQ",223,0.652
"17","ZEN",219,0.653
"18","TOR",199,0.641
"19","IKO",191,0.633
"20","JUD",190,0.666
"21","M11",170,0.623
"22","WWK",170,0.614
"23","KTK",163,0.647
"24","RTR",162,0.649
"25","NPH",159,0.654
"26","SHM",146,0.655
"27","ALA",144,0.634
"28","ULG",143,0.639
"29","BOK",143,0.608
"30","SOI",133,0.648
"31","KHM",133,0.606
"32","RAV",129,0.664
"33","DOM",125,0.631
"34","CSP",119,0.649
"35","DKA",113,0.628
"36","VIS",111,0.645
"37","ROE",99,0.647
"38","M13",93,0.601
"39","5DN",89,0.667
"40","INV",88,0.68
"41","CN2",82,0.642
"42","LEG",80,0.628
"43","ISD",79,0.662
"44","ONS",79,0.648
"45","DIS",79,0.658
"46","C16",79,0.625
"47","EVE",76,0.667
"48","TMP",74,0.664
"49","ELD",74,0.673
"50","FRF",74,0.616
"51","ORI",73,0.64
"52","APC",70,0.622
"53","ATQ",64,0.681
"54","GPT",60,0.631
"55","ZNR",59,0.652
"56","M12",54,0.656
"57","AVR",50,0.642
"58","CHK",50,0.656
"59","CMR",45,0.63
"60","EMN",40,0.652
"61","GTC",39,0.634
"62","RNA",38,0.651
"63","M10",35,0.667
"64","THS",30,0.648
"65","MOR",30,0.598
"66","HOU",27,0.665
"67","ARN",27,0.655
"68","AKH",22,0.679
"69","OGW",22,0.641
"70","M21",20,0.641
"71","KLD",19,0.667
"72","MID",19,0.597
"73","SCG",17,0.663
"74","LGN",16,0.594
"75","ODY",14,0.586
"76","STX",13,0.684
"77","M15",13,0.69
"78","THB",11,0.667
"79","FUT",11,0.606
"80","PLS",10,0.654
"81","M14",10,0.576
"82","PLC",10,0.564
"83","JMP",8,0.632
"84","STH",5,0.594
"85","AER",4,0.688
"86","BNG",4,0.714
"87","GRN",4,0.714
"88","JOU",4,0.714
"89","FEM",4,0.571
"90","NEM",4,0.5
"91","M19",3,0.571
"92","BFZ",2,0.583
"93","ARB",2,0.667
