"","CardNames","DeckCount","Winrate95Min"
"1","Rally the Peasants",14,61.1
"2","Great Furnace",90,60.6
"3","Secluded Steppe",9,60.4
"4","Experimental Synthesizer",79,60.4
"5","Plains",42,60.3
"6","Chromatic Star",68,60.3
"7","Mountain",55,60.2
"8","Deadly Dispute",67,60.2
"9","Vault of Whispers",66,60
"10","Boros Garrison",28,59.9
"11","Galvanic Blast",75,59.8
"12","Swamp",70,59.3
"13","Ichor Wellspring",60,59.2
"14","Makeshift Munitions",66,59.2
"15","Night's Whisper",21,59.1
"16","Cabal Ritual",19,58.9
"17","Dark Ritual",19,58.9
"18","Lotus Petal",19,58.9
"19","Galvanic Relay",19,58.9
"20","Thraben Inspector",31,58.9
"21","Kessig Flamebreather",18,58.8
"22","Rite of Flame",18,58.8
"23","Manamorphose",18,58.8
"24","Peat Bog",18,58.8
"25","Sandstone Needle",18,58.8
"26","Lightning Bolt",53,58.7
"27","Drossforge Bridge",54,58.7
"28","Feldon's Cane",14,58.5
"29","Krark-Clan Shaman",39,58.5
"30","Forgotten Cave",19,58.4
"31","Myr Enforcer",49,58.2
"32","Blood Fountain",49,58.2
"33","Disciple of the Vault",47,58.2
"34","Golden Egg",13,58.1
"35","Silverbluff Bridge",33,58.1
"36","Reckoner's Bargain",39,58.1
"37","Frogmite",48,58
"38","Lorehold Campus",5,57.8
"39","Guardian of the Guildpact",11,57.8
"40","Palace Sentinels",11,57.8
"41","Journey to Nowhere",19,57.6
"42","Mistvault Bridge",35,57.6
"43","Radiant Fountain",7,57.5
"44","Forest",24,57.5
"45","Prismatic Strands",14,57.4
"46","Faithless Looting",17,57.4
"47","Electrickery",19,56.9
"48","Wind-Scarred Crag",21,56.9
"49","Battle Screech",13,56.8
"50","Seeker of the Way",22,56.7
