"","CardNames","DeckCount","Winrate95Min"
"1","Flaring Pain",45,61.7
"2","Duress",75,60.7
"3","Revoke Existence",17,60.6
"4","Weather the Storm",35,60.5
"5","Feldon's Cane",14,60.3
"6","Dust to Dust",31,60.3
"7","Red Elemental Blast",54,60.1
"8","Pyroblast",85,60
"9","Gut Shot",33,59.9
"10","Relic of Progenitus",84,59.9
"11","Electrickery",56,59.3
"12","Fiery Cannonade",69,59
"13","Gorilla Shaman",73,58.7
"14","Krark-Clan Shaman",47,58.2
"15","Chainer's Edict",37,57.5
"16","Blue Elemental Blast",43,56.9
"17","Dispel",41,56.8
"18","Lone Missionary",7,55.9
"19","Nihil Spellbomb",20,55.3
"20","Spell Pierce",8,55.2
"21","Lifelink",10,55.1
"22","Crimson Acolyte",10,55.1
"23","Unexpected Fangs",23,55.1
"24","Ghitu Lavarunner",8,54.8
"25","Circle of Protection: Green",6,54.5
"26","Annul",18,54.2
"27","Martyr of Ashes",9,53.7
"28","Cast Down",22,53.7
"29","Reaping the Graves",10,53.4
"30","Suffocating Fumes",23,53.4
"31","Firebrand Archer",7,53.3
"32","Parapet",6,52.9
"33","Shenanigans",30,52.9
"34","Smash to Smithereens",12,52
"35","Echoing Truth",16,52
"36","Hydroblast",25,52
"37","Standard Bearer",8,51.9
"38","Reckoner's Bargain",9,51.3
"39","Viridian Longbow",5,50.7
"40","Gleeful Sabotage",7,50.4
"41","Pestilence",5,49.5
"42","Curfew",19,49.4
"43","Epic Confrontation",4,49.2
"44","Prismatic Strands",8,49
"45","Negate",9,48.4
"46","Scattershot Archer",9,48.1
"47","Leave No Trace",5,47.8
"48","Stormbound Geist",15,47.7
"49","Ancient Grudge",7,47.5
"50","Dawnbringer Cleric",9,47.3
