"","CardNames","DeckCount","WinrateAverage"
"1","Gorilla Shaman",126,64.6
"2","Relic of Progenitus",103,60.8
"3","Blue Elemental Blast",97,65.2
"4","Chainer's Edict",94,63.8
"5","Pyroblast",91,65.1
"6","Hydroblast",82,65.3
"7","Dust to Dust",67,62.6
"8","Nihil Spellbomb",57,67.6
"9","Suffocating Fumes",50,63.6
"10","Dawnbringer Cleric",50,60.2
"11","Dispel",43,65.7
"12","Red Elemental Blast",39,65.8
"13","Annul",37,62.9
"14","Krark-Clan Shaman",36,64.1
"15","Negate",33,63.8
"16","End the Festivities",32,64
"17","Rotten Reunion",28,67.7
"18","Smash to Dust",27,64.9
"19","Weather the Storm",27,65.6
"20","Lone Missionary",27,60.1
"21","Revoke Existence",27,63.8
"22","Destroy Evil",26,61.7
"23","Steel Sabotage",25,64.1
"24","Unexpected Fangs",24,67.1
"25","Flaring Pain",23,64.6
"26","Thorn of the Black Rose",22,67.3
"27","Shrivel",21,66.2
"28","Crimson Acolyte",20,67.4
"29","Ancient Grudge",18,69.9
"30","Metallic Rebuke",18,63.1
"31","Cast Down",18,70.5
"32","Arms of Hadar",17,61.9
"33","Breath Weapon",16,70.9
"34","Electrickery",16,60.6
"35","Prismatic Strands",16,60
"36","Curfew",15,64.9
"37","Standard Bearer",15,62.9
"38","Duress",15,67
"39","Smash to Smithereens",14,60.6
"40","Fangren Marauder",13,69.4
"41","Raze",13,63.6
"42","Shattering Blow",11,68.4
"43","Spell Pierce",10,68
"44","Fiery Cannonade",10,60.6
"45","Nausea",10,67.1
"46","Searing Blaze",10,67.1
"47","Kenku Artificer",8,63.5
"48","Echoing Truth",7,59.1
"49","Deglamer",7,59.6
"50","Freewind Falcon",7,57.4
