"","CardNames","DeckCount","Winrate95Min"
"1","Nihil Spellbomb",57,62.9
"2","Cast Down",18,61.9
"3","Breath Weapon",16,61.8
"4","Ancient Grudge",18,61.4
"5","Blue Elemental Blast",97,61.4
"6","Hydroblast",82,61.3
"7","Pyroblast",91,61.3
"8","Gorilla Shaman",126,61.3
"9","Rotten Reunion",28,60.7
"10","Moment's Peace",7,60.4
"11","Dispel",43,60
"12","Chainer's Edict",94,60
"13","Red Elemental Blast",39,59.8
"14","Thorn of the Black Rose",22,59.4
"15","Unexpected Fangs",24,59.4
"16","Fangren Marauder",13,59.3
"17","Crimson Acolyte",20,59
"18","Weather the Storm",27,58.4
"19","Shrivel",21,58.2
"20","Suffocating Fumes",50,58.2
"21","Dust to Dust",67,58.1
"22","Obsidian Acolyte",5,57.9
"23","Krark-Clan Shaman",36,57.8
"24","Duress",15,57.6
"25","Smash to Dust",27,57.6
"26","End the Festivities",32,57.3
"27","Negate",33,57.1
"28","Relic of Progenitus",103,57.1
"29","Shattering Blow",11,56.9
"30","Flaring Pain",23,56.7
"31","Annul",37,56.6
"32","Revoke Existence",27,56.5
"33","Introduction to Prophecy",7,56.4
"34","Abrade",7,56.4
"35","Steel Sabotage",25,56.4
"36","Spell Pierce",10,56.2
"37","Nausea",10,54.9
"38","Searing Blaze",10,54.9
"39","Dawnbringer Cleric",50,54.7
"40","Curfew",15,54.6
"41","Destroy Evil",26,54.1
"42","Pulse of Murasa",6,53.9
"43","Healer of the Glade",6,53.9
"44","Metallic Rebuke",18,53.9
"45","Scattershot Archer",5,53.7
"46","Standard Bearer",15,52.9
"47","Dinrova Horror",4,52.8
"48","Raze",13,52.7
"49","Lone Missionary",27,52.6
"50","Nylea's Disciple",7,52.5
