"","CardNames","DeckCount","WinrateAverage"
"1","Sage's Row Denizen",1,88.9
"2","Golem Foundry",1,77.8
"3","Swirling Sandstorm",2,75
"4","Snow-Covered Mountain",2,75
"5","Recommission",1,75
"6","Moment's Peace",7,74.5
"7","Obsidian Acolyte",5,74.4
"8","Scattershot",2,73.3
"9","Dinrova Horror",4,72.4
"10","Scattershot Archer",5,71.4
"11","Guardian Naga",3,71.4
"12","Rhystic Circle",2,71.4
"13","Underworld Rage-Hound",1,71.4
"14","Spire Golem",1,71.4
"15","Vision Charm",4,71
"16","Snuff Out",4,71
"17","Darkness",4,71
"18","Gnaw to the Bone",4,71
"19","Mountain",4,71
"20","Forest",4,71
"21","Breath Weapon",16,70.9
"22","Cast Down",18,70.5
"23","Introduction to Prophecy",7,70.4
"24","Abrade",7,70.4
"25","Ancient Grudge",18,69.9
"26","Pulse of Murasa",6,69.8
"27","Healer of the Glade",6,69.8
"28","Moonblade Shinobi",5,69.7
"29","Fangren Marauder",13,69.4
"30","Fathom Seer",4,69.2
"31","Arashin Cleric",2,69.2
"32","Shattering Blow",11,68.4
"33","Armadillo Cloak",3,68.2
"34","Spell Pierce",10,68
"35","Rotten Reunion",28,67.7
"36","Nihil Spellbomb",57,67.6
"37","Crimson Acolyte",20,67.4
"38","Thorn of the Black Rose",22,67.3
"39","Nylea's Disciple",7,67.3
"40","Unexpected Fangs",24,67.1
"41","Nausea",10,67.1
"42","Searing Blaze",10,67.1
"43","Duress",15,67
"44","Tamiyo's Safekeeping",5,66.7
"45","Lumithread Field",2,66.7
"46","Reaping the Graves",2,66.7
"47","Mine Collapse",1,66.7
"48","Celestial Flare",1,66.7
"49","Shenanigans",1,66.7
"50","Safe Passage",1,66.7
