"","SetCode","NoCopies","Winrate"
"1","LEA",3008,0.643
"2","ICE",1167,0.654
"3","MRD",1102,0.637
"4","CLB",880,0.633
"5","SOM",653,0.647
"6","NEO",642,0.636
"7","MH2",536,0.633
"8","ZEN",517,0.644
"9","VOW",517,0.645
"10","MH1",494,0.648
"11","AFR",482,0.621
"12","DMU",470,0.654
"13","TOR",372,0.647
"14","IKO",371,0.647
"15","JUD",346,0.652
"16","TSP",323,0.655
"17","ALL",323,0.646
"18","MBS",317,0.653
"19","SNC",308,0.626
"20","BRO",294,0.664
"21","KTK",294,0.633
"22","KHM",288,0.647
"23","ALA",262,0.61
"24","LRW",252,0.649
"25","M11",247,0.667
"26","WWK",247,0.646
"27","ATQ",230,0.695
"28","USG",230,0.654
"29","ROE",218,0.652
"30","SOI",211,0.618
"31","AER",200,0.633
"32","ULG",179,0.654
"33","FRF",177,0.643
"34","DKA",176,0.658
"35","VIS",175,0.652
"36","DIS",174,0.64
"37","DOM",169,0.653
"38","MMQ",169,0.651
"39","AKH",155,0.632
"40","RTR",149,0.624
"41","LEG",143,0.635
"42","INV",134,0.665
"43","AVR",111,0.654
"44","C16",106,0.658
"45","MID",105,0.659
"46","GPT",99,0.615
"47","BOK",99,0.625
"48","M19",97,0.635
"49","XLN",96,0.64
"50","EVE",96,0.62
"51","MOR",87,0.634
"52","RAV",79,0.672
"53","NPH",78,0.612
"54","ORI",76,0.616
"55","ODY",72,0.693
"56","STX",67,0.699
"57","M12",66,0.64
"58","ONS",62,0.676
"59","M13",62,0.638
"60","GTC",60,0.677
"61","SHM",57,0.612
"62","RNA",55,0.639
"63","M21",54,0.587
"64","CMR",52,0.59
"65","PLS",51,0.625
"66","APC",51,0.629
"67","ISD",47,0.637
"68","HOU",46,0.675
"69","DGM",43,0.621
"70","CSP",43,0.611
"71","OGW",40,0.685
"72","ZNR",37,0.624
"73","TMP",37,0.618
"74","CN2",30,0.65
"75","SCG",28,0.701
"76","P02",28,0.704
"77","DST",24,0.606
"78","THS",23,0.655
"79","FUT",20,0.696
"80","JMP",20,0.643
"81","CHK",17,0.673
"82","THB",17,0.596
"83","ONE",17,0.522
"84","ELD",15,0.636
"85","BFZ",14,0.677
"86","WAR",14,0.653
"87","ARN",13,0.545
"88","NEM",13,0.593
"89","ARB",12,0.71
"90","M10",12,0.638
"91","EMN",8,0.609
"92","SOK",7,0.694
"93","MIR",7,0.676
"94","M15",7,0.5
"95","PCY",6,0.721
"96","LGN",5,0.684
"97","M14",5,0.704
"98","5DN",4,0.778
"99","GRN",4,0.615
"100","FEM",3,0.75
"101","CNS",3,0.65
"102","KLD",1,0.714
