"","PlayerS","NAppearances","ArchetypeNames","ArchetypeCounts","URL"
"1","O_danielakos",21,"Izzet Control; Temur Stompy; Sultai Control; Unknown","2; 10; 1; 8","https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-super-qualifier-2021-01-21#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-01-25#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-04#o_danielakos_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-super-qualifier-2021-04-08#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-19#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-26#o_danielakos_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-09#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-17#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-31#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-07#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-14#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-08#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-09-13#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-17#o_danielakos_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-18#o_danielakos_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-31#o_danielakos_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-11-01#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-11-07#o_danielakos_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-11-15#o_danielakos_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-12-06#o_danielakos_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-12-19#o_danielakos_th_place"
"2","Jaberwocki",21,"Sultai Control; Unknown; Naya Stompy","3; 7; 11","https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-02-14#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-03-29#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-05#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-10#jaberwocki_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-14#jaberwocki_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-20#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-21#jaberwocki_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-27#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-28#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-16#jaberwocki_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-23#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-29#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-30#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-09-05#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-09-06#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-09-13#jaberwocki_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-03#jaberwocki_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-17#jaberwocki_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-12-06#jaberwocki_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-12-13#jaberwocki_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-12-20#jaberwocki_rd_place"
"3","_Batutinha_",18,"Mono Green Stompy; Sultai Control; Unknown; Esper Control","3; 11; 3; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-01-03#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-01-21#_batutinha__st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-26#_batutinha__st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-02-08#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-03-01#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-04#_batutinha__rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-10#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-31#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-06#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-21#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-04#_batutinha__st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-05#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-12#_batutinha__rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-29#_batutinha__st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-09-27#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-24#_batutinha__st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-11-01#_batutinha__rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-12-19#_batutinha__th_place"
"4","Mogged",13,"Dimir Rogue; Mono Green Midrange; Unknown; Temur Stompy","1; 2; 8; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-01-10#mogged_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-01-31#mogged_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-02-07#mogged_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-showcase-challenge-2021-04-11#mogged_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-04#mogged_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-05#mogged_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-11#mogged_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-18#mogged_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-08#mogged_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-11-07#mogged_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-11-14#mogged_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-12-12#mogged_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-12-19#mogged_rd_place"
"5","Lennny",12,"Sultai Control; Dimir Rogue; Unknown","3; 1; 8","https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-30#lennny_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-19#lennny_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-22#lennny_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-09-06#lennny_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-09-27#lennny_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-03#lennny_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-super-qualifier-2021-10-11#lennny_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-25#lennny_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-11-08#lennny_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-11-29#lennny_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-12-06#lennny_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-12-20#lennny_th_place"
"6","xfile",11,"Gruul Stompy; Sultai Control; Rakdos Midrange; Unknown","1; 1; 1; 8","https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-01-03#xfile_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-01-31#xfile_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-02-07#xfile_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-03-01#xfile_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-03#xfile_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-11-07#xfile_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-11-29#xfile_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-12-13#xfile_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-12-19#xfile_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-12-20#xfile_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-12-26#xfile_th_place"
"7","Gul_Dukat",11,"Gruul Stompy; Unknown; Naya Stompy; Sultai Control","1; 5; 1; 4","https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-01-04#gul_dukat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-05#gul_dukat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-10#gul_dukat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-12#gul_dukat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-02#gul_dukat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-16#gul_dukat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-09-13#gul_dukat_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-18#gul_dukat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-11-08#gul_dukat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-11-15#gul_dukat_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-11-22#gul_dukat_th_place"
"8","Cabezadebolo",11,"Rakdos Control; Unknown","9; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-super-qualifier-2021-04-08#cabezadebolo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-18#cabezadebolo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-25#cabezadebolo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-02#cabezadebolo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-21#cabezadebolo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-27#cabezadebolo_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-11#cabezadebolo_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-18#cabezadebolo_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-08#cabezadebolo_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-24#cabezadebolo_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-11-15#cabezadebolo_rd_place"
"9","Hamuda",11,"Unknown; Azorius Control","9; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-03#hamuda_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-19#hamuda_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-07-26#hamuda_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-08-01#hamuda_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-10#hamuda_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-17#hamuda_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-24#hamuda_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-11-14#hamuda_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-11-21#hamuda_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-12-05#hamuda_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-12-26#hamuda_nd_place"
"10","Phill_Hellmuth",10,"Dimir Rogue; Izzet Control; Naya Stompy; Temur Stompy; Jeskai Control; Sultai Control; Unknown","1; 1; 2; 1; 1; 1; 3","https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-01-18#phill_hellmuth_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-01-25#phill_hellmuth_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-02-21#phill_hellmuth_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-04-04#phill_hellmuth_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-05-31#phill_hellmuth_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-13#phill_hellmuth_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-06-28#phill_hellmuth_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-09-13#phill_hellmuth_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-10-10#phill_hellmuth_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/standard-challenge-2021-12-06#phill_hellmuth_st_place"
