"","CardNames","DeckCount","WinrateAverage"
"1","Opt",1,100
"2","Experimental Frenzy",1,100
"3","Chandra, Torch of Defiance",1,100
"4","Goblin Rabblemaster",1,100
"5","Seasoned Pyromancer",1,100
"6","Shatterskull Smashing",1,100
"7","Shenanigans",1,100
"8","Court of Bounty",6,79.3
"9","Karn, Silver Golem",1,77.8
"10","Sanctum Prelate",3,75
"11","Contagion",2,75
"12","Channel",2,75
"13","Ethersworn Canonist",2,75
"14","Sevinne's Reclamation",2,75
"15","Gurmag Angler",1,75
"16","Stubborn Denial",1,75
"17","Paradigm Shift",1,75
"18","Storm-Kiln Artist",1,75
"19","Liquimetal Torque",1,75
"20","Field of Ruin",1,75
"21","Flame-Kin Zealot",1,75
"22","Liquimetal Coating",1,75
"23","Footfall Crater",1,75
"24","Saheeli, Sublime Artificer",1,75
"25","Vampire Hexmage",1,75
"26","Chains of Mephistopheles",1,75
"27","Showdown of the Skalds",1,75
"28","Cascading Cataracts",1,75
"29","Kaya, Orzhov Usurper",1,75
"30","Archmage Emeritus",1,75
"31","Zagoth Triome",1,75
"32","Teferi, Hero of Dominaria",1,75
"33","Sphinx's Revelation",1,75
"34","Grand Arbiter Augustin IV",1,75
"35","Lotleth Troll",1,75
"36","Putrid Imp",1,75
"37","Hermit Druid",1,75
"38","Augur of Bolas",1,75
"39","Harmonic Prodigy",1,75
"40","Mire's Grasp",1,75
"41","Pack Rat",1,75
"42","Goblin Ringleader",1,75
"43","Tainted Pact",1,75
"44","Darkslick Shores",1,75
"45","Mnemonic Betrayal",1,75
"46","Conspicuous Snoop",5,73.9
"47","Goblin Cratermaker",5,73.9
"48","Goblin Lackey",5,73.9
"49","Goblin Matron",5,73.9
"50","Goblin Recruiter",5,73.9
