"","CardNames","DeckCount","Winrate95Min"
"1","Gurmag Angler",10,63.9
"2","Steel Sabotage",313,63.9
"3","Collector Ouphe",298,63.9
"4","Opposition Agent",355,63.8
"5","Leyline of the Void",1143,63.8
"6","Wear // Tear",110,63.5
"7","Swords to Plowshares",470,63.5
"8","Library of Alexandria",116,63.4
"9","Ravenous Trap",763,63.4
"10","Flusterstorm",874,63.4
"11","Duress",143,63.3
"12","Shattering Spree",503,63.3
"13","The Tabernacle at Pendrell Vale",1371,63.3
"14","Fatal Push",595,63.2
"15","Soul-Guide Lantern",666,63.2
"16","Iona, Shield of Emeria",2,63.1
"17","Sprite Dragon",59,63.1
"18","Mindbreak Trap",1200,63.1
"19","Surgical Extraction",682,62.9
"20","Grafdigger's Cage",1014,62.9
"21","Wurmcoil Engine",430,62.8
"22","Force of Vigor",778,62.8
"23","Unmask",36,62.7
"24","Eliminate",101,62.7
"25","Mountain",263,62.7
"26","Hurkyl's Recall",545,62.7
"27","Lightning Bolt",253,62.6
"28","Pithing Needle",904,62.5
"29","Island",248,62.4
"30","Yixlid Jailer",310,62.4
"31","Serenity",56,62.1
"32","Energy Flux",493,62.1
"33","Pyroblast",534,61.9
"34","Skysovereign, Consul Flagship",87,61.8
"35","Contagion",109,61.6
"36","Sphinx of the Steel Wind",176,61.6
"37","Archive Trap",339,61.6
"38","Abrupt Decay",118,61.5
"39","Containment Priest",232,61.4
"40","Defense Grid",103,61.3
"41","Assassin's Trophy",180,61.3
"42","Tormod's Crypt",340,61.3
"43","Deafening Silence",108,61.2
"44","Lurrus of the Dream-Den",114,61.1
"45","Nature's Claim",190,61.1
"46","Blightsteel Colossus",234,61.1
"47","Null Rod",414,61.1
"48","Wasteland",143,61
"49","Force of Negation",158,61
"50","Veil of Summer",185,60.9
