"","CardNames","DeckCount","Winrate95Min"
"1","Mystical Dispute",1409,72.3
"2","Aether Gust",856,72.2
"3","Soul-Guide Lantern",742,72.1
"4","Veil of Summer",1074,72
"5","Pithing Needle",887,72
"6","Engineered Explosives",1408,72
"7","Celestial Purge",425,71.9
"8","Tireless Tracker",119,71.8
"9","Deicide",135,71.8
"10","Reclamation Sage",138,71.8
"11","Kaheera, the Orphanguard",208,71.8
"12","Abrade",482,71.8
"13","Lurrus of the Dream-Den",1214,71.8
"14","Spell Pierce",459,71.7
"15","Force of Vigor",848,71.7
"16","Thoughtseize",559,71.6
"17","Kozilek's Return",489,71.6
"18","Tormod's Crypt",573,71.6
"19","Relic of Progenitus",691,71.6
"20","Torpor Orb",350,71.5
"21","Force of Negation",509,71.5
"22","Elixir of Immortality",40,71.4
"23","Dispel",185,71.4
"24","Cleansing Wildfire",295,71.4
"25","Rest in Peace",598,71.4
"26","Path to Exile",907,71.4
"27","Ghost Quarter",167,71.3
"28","Wurmcoil Engine",208,71.3
"29","Fatal Push",286,71.3
"30","Nihil Spellbomb",490,71.3
"31","Endurance",607,71.3
"32","Pact of Negation",115,71.2
"33","Liquimetal Coating",329,71.2
"34","Dovin's Veto",317,71.2
"35","Dismember",362,71.2
"36","Blood Moon",578,71.2
"37","Radiant Fountain",50,71.1
"38","Subtlety",210,71.1
"39","Flusterstorm",572,71.1
"40","Kolaghan's Command",285,71
"41","Ashiok, Dream Render",308,71
"42","Arboreal Grazer",49,70.9
"43","Wheel of Sun and Moon",80,70.9
"44","Yorion, Sky Nomad",202,70.9
"45","Alpine Moon",628,70.9
"46","Chalice of the Void",622,70.9
"47","Terminate",189,70.8
"48","Auriok Champion",284,70.8
"49","Foundation Breaker",277,70.8
"50","Kor Firewalker",337,70.8
