"","SetCode","NoCopies","Winrate"
"1","MH2",29198,0.725
"2","LEA",26683,0.728
"3","MH1",24596,0.727
"4","ZEN",21069,0.729
"5","ONS",17533,0.73
"6","WWK",10535,0.729
"7","ELD",9856,0.73
"8","RAV",9148,0.73
"9","ZNR",8589,0.729
"10","WAR",8161,0.732
"11","DIS",7802,0.732
"12","5DN",7629,0.727
"13","LRW",7550,0.726
"14","NPH",7537,0.728
"15","M20",7235,0.731
"16","KLD",7072,0.726
"17","THB",6920,0.729
"18","GPT",6639,0.732
"19","SOM",6476,0.73
"20","FUT",6439,0.727
"21","IKO",6235,0.732
"22","CON",5429,0.727
"23","ROE",5425,0.725
"24","ATQ",5005,0.729
"25","CSP",4942,0.727
"26","ICE",4842,0.731
"27","TSP",4675,0.727
"28","AER",4667,0.728
"29","MRD",4229,0.729
"30","STX",4194,0.724
"31","OGW",4192,0.731
"32","SHM",3789,0.727
"33","KTK",3725,0.726
"34","EMN",3407,0.73
"35","RTR",3214,0.73
"36","ARB",3202,0.732
"37","DKA",3042,0.72
"38","DRK",2976,0.727
"39","M21",2723,0.726
"40","ISD",2681,0.719
"41","MBS",2645,0.725
"42","AKH",2578,0.729
"43","RNA",2442,0.727
"44","M11",2369,0.729
"45","AVR",2230,0.733
"46","ALA",2189,0.729
"47","CHK",2163,0.722
"48","DST",2131,0.725
"49","INV",2091,0.727
"50","DOM",2080,0.729
"51","HOU",2071,0.731
"52","GTC",1967,0.723
"53","XLN",1943,0.727
"54","DTK",1930,0.73
"55","STH",1890,0.731
"56","SOK",1785,0.728
"57","M19",1624,0.723
"58","PLC",1621,0.731
"59","BFZ",1544,0.734
"60","SOI",1450,0.73
"61","JUD",1434,0.732
"62","JOU",1427,0.725
"63","CMD",1356,0.723
"64","GRN",1326,0.726
"65","PC2",1306,0.729
"66","APC",1170,0.717
"67","M12",1160,0.725
"68","MID",1135,0.722
"69","FRF",1085,0.728
"70","PLS",1078,0.729
"71","AFR",1016,0.722
"72","TMP",928,0.724
"73","M10",926,0.733
"74","KHM",906,0.727
"75","DGM",868,0.731
"76","EVE",802,0.725
"77","MOR",751,0.725
"78","M15",663,0.741
"79","NEM",649,0.729
"80","WTH",563,0.728
"81","THS",546,0.728
"82","ULG",505,0.716
"83","MIR",377,0.719
"84","ALL",348,0.732
"85","ORI",329,0.726
"86","M13",325,0.729
"87","BNG",257,0.724
"88","ODY",228,0.727
"89","P02",225,0.735
"90","ARN",217,0.714
"91","LEG",213,0.728
"92","M14",153,0.749
"93","BOK",138,0.733
"94","VOW",106,0.708
"95","PTK",105,0.674
"96","CN2",66,0.671
"97","C14",59,0.728
"98","TOR",51,0.72
"99","RIX",39,0.712
"100","POR",28,0.758
"101","SCG",24,0.701
"102","FEM",8,0.571
"103","HML",6,0.773
"104","VIS",5,0.769
