"","SetCode","NoCopies","Winrate"
"1","MH2",4399,0.714
"2","MH1",1668,0.721
"3","ZEN",1571,0.716
"4","LEA",1444,0.715
"5","ONS",1234,0.717
"6","NEO",776,0.714
"7","ELD",660,0.723
"8","WAR",639,0.718
"9","GPT",553,0.721
"10","RAV",521,0.724
"11","M20",499,0.72
"12","DIS",497,0.714
"13","ZNR",488,0.722
"14","ICE",449,0.721
"15","WWK",443,0.724
"16","FUT",425,0.718
"17","AVR",424,0.732
"18","KLD",419,0.716
"19","MRD",395,0.709
"20","STX",385,0.72
"21","LRW",334,0.701
"22","SOM",333,0.697
"23","5DN",298,0.729
"24","CSP",295,0.711
"25","PLS",291,0.721
"26","IKO",287,0.719
"27","MID",271,0.719
"28","EMN",270,0.726
"29","THB",268,0.706
"30","ATQ",262,0.723
"31","ARB",248,0.717
"32","DKA",237,0.716
"33","NPH",236,0.706
"34","TSP",232,0.729
"35","M11",192,0.718
"36","DRK",188,0.731
"37","CMD",184,0.712
"38","ALA",182,0.714
"39","AER",176,0.698
"40","ROE",158,0.69
"41","PC2",144,0.723
"42","OGW",142,0.719
"43","AFR",142,0.694
"44","DST",140,0.709
"45","SHM",130,0.727
"46","M21",129,0.706
"47","AKH",126,0.709
"48","CHK",121,0.726
"49","RTR",119,0.715
"50","PLC",118,0.723
"51","MIR",96,0.705
"52","MBS",93,0.718
"53","APC",92,0.728
"54","HOU",90,0.705
"55","SOK",90,0.709
"56","RNA",83,0.71
"57","ISD",81,0.719
"58","DOM",78,0.694
"59","KTK",76,0.685
"60","CON",72,0.71
"61","GRN",70,0.714
"62","EVE",56,0.71
"63","M19",54,0.702
"64","GTC",52,0.711
"65","SOI",52,0.692
"66","ULG",51,0.706
"67","INV",45,0.739
"68","C14",41,0.73
"69","STH",41,0.739
"70","JOU",40,0.735
"71","VOW",39,0.75
"72","BFZ",37,0.716
"73","XLN",34,0.736
"74","MOR",30,0.705
"75","DTK",22,0.72
"76","ORI",21,0.661
"77","DGM",21,0.696
"78","FRF",18,0.72
"79","TOR",16,0.688
"80","JUD",16,0.677
"81","M13",13,0.731
"82","M15",12,0.776
"83","WTH",12,0.731
"84","ARN",12,0.7
"85","TMP",10,0.7
"86","M12",10,0.68
"87","M10",8,0.744
"88","PTK",7,0.667
"89","THS",7,0.727
"90","KHM",6,0.76
"91","P02",4,0.75
"92","VIS",4,0.75
"93","RIX",4,0.571
"94","LEG",3,0.619
