"","CardNames","DeckCount","WinrateAverage"
"1","Gorilla Shaman",109,66.6
"2","Red Elemental Blast",91,66.8
"3","Fiery Cannonade",86,67.6
"4","Pyroblast",84,66.5
"5","Blue Elemental Blast",82,65.9
"6","Hydroblast",82,65.8
"7","Relic of Progenitus",82,67.8
"8","Duress",71,66.9
"9","Dispel",62,67.6
"10","Electrickery",61,67.4
"11","Flaring Pain",56,66.1
"12","Krark-Clan Shaman",52,66.8
"13","Dust to Dust",50,65.1
"14","Shenanigans",43,66.1
"15","Curfew",37,66.7
"16","Echoing Truth",35,63.5
"17","Revoke Existence",33,63.2
"18","Stormbound Geist",32,67.4
"19","Spell Pierce",30,67.4
"20","Suffocating Fumes",25,66.1
"21","Chainer's Edict",25,67.5
"22","Nihil Spellbomb",24,67.9
"23","Gut Shot",22,63.3
"24","Cast Down",21,61.7
"25","Smash to Smithereens",18,64.8
"26","Martyr of Ashes",17,65.3
"27","Negate",16,63.1
"28","Ancient Grudge",15,74.8
"29","Annul",15,65.7
"30","Weather the Storm",15,68
"31","Thorn of the Black Rose",14,71.7
"32","Stonehorn Dignitary",12,67.9
"33","Firebrand Archer",12,67.1
"34","Leave No Trace",12,67.4
"35","Viridian Longbow",12,60
"36","Circle of Protection: Red",12,64.3
"37","Unexpected Fangs",12,72.7
"38","Molten Rain",11,63.5
"39","Parapet",11,67.9
"40","Scattershot Archer",11,60.9
"41","Last Breath",11,62.9
"42","Masked Vandal",11,60
"43","Crimson Acolyte",11,61
"44","Standard Bearer",11,63.5
"45","Lifelink",11,63.5
"46","Gleeful Sabotage",10,59.1
"47","Young Wolf",10,64.2
"48","Keldon Marauders",9,61
"49","Spidersilk Armor",9,56.1
"50","Abrade",9,66.1
