"","SetCode","NoCopies","Winrate"
"1","LEA",2971,0.663
"2","MRD",1529,0.667
"3","ICE",1502,0.664
"4","MH2",549,0.671
"5","LRW",542,0.658
"6","MH1",495,0.664
"7","M11",430,0.665
"8","TSP",421,0.674
"9","SOM",413,0.654
"10","MBS",359,0.654
"11","JUD",334,0.658
"12","ROE",333,0.657
"13","USG",319,0.666
"14","VOW",306,0.669
"15","XLN",287,0.671
"16","KHM",276,0.645
"17","AFR",272,0.661
"18","WWK",266,0.668
"19","C16",259,0.664
"20","ZEN",255,0.658
"21","BOK",242,0.681
"22","DST",240,0.665
"23","DKA",239,0.662
"24","KTK",238,0.661
"25","M13",230,0.67
"26","RAV",207,0.667
"27","RTR",207,0.662
"28","MMQ",205,0.656
"29","IKO",203,0.683
"30","ATQ",202,0.666
"31","DOM",201,0.655
"32","ULG",197,0.645
"33","ONS",196,0.631
"34","ISD",192,0.657
"35","VIS",184,0.651
"36","DIS",182,0.651
"37","DRK",179,0.651
"38","CSP",176,0.669
"39","ALA",159,0.675
"40","TOR",158,0.684
"41","GPT",157,0.665
"42","CN2",143,0.682
"43","SOI",137,0.661
"44","NPH",133,0.648
"45","INV",119,0.628
"46","SHM",116,0.634
"47","HOU",108,0.669
"48","STX",101,0.665
"49","CMR",99,0.681
"50","CHK",99,0.665
"51","AVR",97,0.644
"52","LEG",94,0.674
"53","RNA",93,0.648
"54","MOR",91,0.601
"55","APC",82,0.677
"56","MID",79,0.66
"57","EVE",74,0.627
"58","EMN",72,0.648
"59","FRF",69,0.667
"60","M12",67,0.651
"61","ZNR",61,0.661
"62","AKH",59,0.637
"63","GTC",52,0.671
"64","ORI",52,0.656
"65","LGN",52,0.603
"66","PLS",48,0.636
"67","M10",47,0.679
"68","OGW",47,0.665
"69","5DN",47,0.683
"70","TMP",46,0.706
"71","PLC",46,0.634
"72","STH",44,0.661
"73","KLD",38,0.673
"74","FUT",37,0.647
"75","THS",33,0.729
"76","M21",33,0.692
"77","P02",32,0.661
"78","ODY",32,0.646
"79","ARN",31,0.726
"80","C20",31,0.643
"81","JMP",27,0.646
"82","ELD",25,0.74
"83","M15",23,0.644
"84","M14",23,0.562
"85","SCG",20,0.696
"86","BFZ",20,0.638
"87","THB",16,0.638
"88","M20",6,0.667
"89","CNS",6,0.632
"90","ARB",6,0.571
"91","SOK",5,0.64
"92","FEM",4,0.714
"93","M19",4,0.571
"94","NEM",4,0.571
"95","GRN",3,0.667
"96","WAR",1,0.667
