"","Artist","NoCopies","Winrate"
"1","Christopher Rush",885,0.655
"2","Anson Maddocks",654,0.66
"3","Mark Poole",644,0.676
"4","John Avon",614,0.663
"5","Rob Alexander",607,0.662
"6","Greg Staples",571,0.659
"7","Kaja Foglio",523,0.665
"8","Douglas Shuler",519,0.661
"9","Jesper Myrfors",438,0.653
"10","Steven Belledin",428,0.663
"11","Dan Scott",339,0.678
"12","Svetlin Velinov",333,0.663
"13","Jonas De Ro",328,0.666
"14","Rebecca Guay",306,0.66
"15","Alex Horley-Orlandelli",304,0.662
"16","Vance Kovacs",281,0.663
"17","Dan Frazier",279,0.676
"18","Marc Simonetti",261,0.666
"19","Irina Nordsol",255,0.665
"20","Raoul Vitale",246,0.66
"21","Mark Tedin",239,0.66
"22","Anthony S. Waters",226,0.666
"23","Greg Hildebrandt",216,0.68
"24","Bastien L. Deharme",213,0.651
"25","Colin Boyer",211,0.677
"26","Slawomir Maniak",206,0.675
"27","Matt Thompson",196,0.675
"28","Randy Gallegos",196,0.661
"29","Drew Tucker",175,0.648
"30","Lawrence Snelly",174,0.668
"31","Mathias Kollros",170,0.668
"32","Filip Burburan",160,0.666
"33","Ben Wootten",157,0.676
"34","Christopher Moeller",156,0.665
"35","Gabor Szikszai",153,0.669
"36","Matt Stewart",148,0.661
"37","Evyn Fong",145,0.667
"38","Thomas M. Baxa",136,0.672
"39","Eytan Zana",134,0.661
"40","Craig J Spearing",130,0.669
"41","Jean-Sébastien Rossbach",124,0.677
"42","Allen Williams",122,0.63
"43","Glen Angus",120,0.65
"44","Joseph Meehan",115,0.667
"45","Eric Peterson",111,0.643
"46","Kev Walker",106,0.654
"47","Raymond Swanland",106,0.649
"48","Randy Vargas",105,0.671
"49","Sandra Everingham",105,0.662
"50","Ben Thompson",104,0.692
"51","Jesper Ejsing",103,0.677
"52","Tom Wänerstrand",102,0.685
"53","David Gaillet",100,0.69
"54","Eric Fortune",99,0.659
"55","James Paick",97,0.647
"56","Pete Venters",94,0.653
"57","Michael Sutfin",93,0.665
"58","Paolo Parente",92,0.653
"59","Anastasia Ovchinnikova",91,0.67
"60","Martina Fackova",89,0.663
"61","Terese Nielsen",89,0.661
"62","Daarken",89,0.662
"63","Mike Raabe",87,0.646
"64","Nils Hamm",86,0.639
"65","Mike Ploog",84,0.691
"66","Zoltan Boros",83,0.64
"67","Sidharth Chaturvedi",82,0.677
"68","Warren Mahy",81,0.662
"69","Pat Morrissey",81,0.622
"70","Franz Vohwinkel",80,0.664
"71","Lindsey Look",78,0.659
"72","Aaron Miller",77,0.671
"73","Ron Spears",76,0.647
"74","Magali Villeneuve",75,0.664
"75","Howard Lyon",74,0.712
"76","Michael Danza",74,0.652
"77","Dany Orizio",74,0.613
"78","Ron Spencer",73,0.668
"79","Heonhwa Choe",72,0.648
"80","David Martin",69,0.675
"81","Jaime Jones",69,0.654
"82","YW Tang",66,0.675
"83","Justyna Gil",64,0.67
"84","Johannes Voss",64,0.679
"85","Fred Hooper",64,0.659
"86","Tom Kyffin",64,0.61
"87","Daren Bader",62,0.662
"88","Dave Allsop",59,0.653
"89","James Wong",59,0.636
"90","Dave Kendall",58,0.667
