"","SetCode","NoCopies","Winrate"
"1","ELD",1217,0.649
"2","LEA",1130,0.644
"3","ZNR",812,0.66
"4","IKO",806,0.648
"5","M20",583,0.649
"6","KHM",563,0.649
"7","THB",514,0.66
"8","AER",508,0.645
"9","THS",472,0.641
"10","WAR",460,0.654
"11","M10",393,0.644
"12","KTK",386,0.637
"13","ICE",386,0.685
"14","RTR",378,0.644
"15","AKH",367,0.653
"16","AFR",356,0.641
"17","KLD",351,0.632
"18","M21",345,0.631
"19","DTK",333,0.642
"20","STX",326,0.647
"21","RAV",317,0.646
"22","EMN",257,0.645
"23","M19",255,0.641
"24","DOM",249,0.633
"25","DIS",247,0.634
"26","GRN",246,0.641
"27","SOI",232,0.625
"28","LRW",218,0.658
"29","MOR",210,0.666
"30","GPT",190,0.669
"31","XLN",186,0.665
"32","GTC",181,0.613
"33","RNA",171,0.641
"34","JOU",153,0.629
"35","OGW",147,0.664
"36","HOU",138,0.637
"37","BFZ",131,0.62
"38","DGM",125,0.63
"39","FRF",123,0.631
"40","APC",116,0.648
"41","ALA",114,0.654
"42","RIX",105,0.651
"43","INV",104,0.653
"44","M14",101,0.632
"45","BNG",72,0.589
"46","ISD",51,0.658
"47","M15",51,0.608
"48","USG",48,0.63
"49","PTK",46,0.652
"50","MRD",46,0.597
"51","TSP",44,0.652
"52","DST",42,0.613
"53","ATQ",40,0.619
"54","CMD",21,0.653
"55","PLC",19,0.675
"56","ORI",19,0.698
"57","ZEN",11,0.542
"58","STH",9,0.568
"59","M13",5,0.581
"60","TOR",4,0.583
"61","ROE",1,0.667
